Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AgentBrain,0.442,863.513,3.909,10276,0.559
AgentBrain,0.424,868.231,3.951,10271,0.559
AgentBrain,0.416,872.832,3.863,10247,0.559
AgentBrain,0.421,877.550,3.955,10282,0.559
AgentBrain,0.434,882.286,4.004,10268,0.560
AgentBrain,0.419,887.111,4.043,10314,0.560
AgentBrain,0.422,891.920,4.074,10291,0.561
AgentBrain,0.412,896.578,3.900,10255,0.561
AgentBrain,0.431,901.283,3.935,10271,0.561
AgentBrain,0.410,905.927,3.881,10249,0.561
AgentBrain,0.416,910.541,3.877,10259,0.562
AgentBrain,0.427,915.210,3.899,10273,0.562
AgentBrain,0.444,919.968,3.998,10253,0.562
AgentBrain,0.434,924.771,4.030,10305,0.562
AgentBrain,0.424,929.626,4.124,10246,0.563
AgentBrain,0.431,934.538,4.141,10252,0.563
AgentBrain,0.428,939.189,3.917,10261,0.563
AgentBrain,0.421,943.968,3.986,10258,0.564
AgentBrain,0.432,948.795,4.052,10270,0.564
AgentBrain,0.424,953.493,3.933,10256,0.564
AgentBrain,0.420,958.274,4.016,10278,0.565
AgentBrain,0.425,962.915,3.880,10269,0.565
AgentBrain,0.423,967.547,3.871,10255,0.565
AgentBrain,0.421,972.219,3.894,10250,0.566
AgentBrain,0.418,976.856,3.881,10263,0.566
AgentBrain,0.418,981.679,4.036,10267,0.567
AgentBrain,0.416,986.310,3.890,10264,0.567
AgentBrain,0.426,990.994,3.919,10302,0.567
AgentBrain,0.421,995.742,3.963,10250,0.568
AgentBrain,0.420,1000.447,3.944,10245,0.568
AgentBrain,0.421,1005.121,3.915,10262,0.568
AgentBrain,0.421,1009.858,3.955,10244,0.569
AgentBrain,0.423,1014.502,3.862,10245,0.570
AgentBrain,0.418,1019.207,3.963,10291,0.570
AgentBrain,0.427,1023.923,3.953,10273,0.571
AgentBrain,0.418,1028.420,3.742,10255,0.571
AgentBrain,0.420,1033.095,3.913,10279,0.571
AgentBrain,0.419,1037.837,3.951,10274,0.572
AgentBrain,0.422,1042.428,3.836,10289,0.572
AgentBrain,0.427,1047.183,3.962,10296,0.573
AgentBrain,0.433,1051.926,3.988,10271,0.573
AgentBrain,0.434,1056.584,3.803,10289,0.573
AgentBrain,0.422,1061.353,4.023,10271,0.573
AgentBrain,0.425,1065.987,3.880,10316,0.574
AgentBrain,0.429,1070.726,3.992,10294,0.574
AgentBrain,0.424,1075.455,3.994,10246,0.574
AgentBrain,0.423,1080.182,3.976,10244,0.574
AgentBrain,0.438,1084.832,3.880,10249,0.575
AgentBrain,0.439,1089.600,3.991,10261,0.575
AgentBrain,0.423,1094.373,4.018,10284,0.576
AgentBrain,0.421,1099.109,3.957,10266,0.576
AgentBrain,0.425,1103.792,3.924,10290,0.576
AgentBrain,0.433,1108.508,3.930,10241,0.576
AgentBrain,0.424,1113.214,3.932,10275,0.577
AgentBrain,0.420,1117.910,3.939,10272,0.577
AgentBrain,0.421,1122.605,3.928,10246,0.578
AgentBrain,0.418,1127.242,3.890,10295,0.578
AgentBrain,0.426,1131.966,3.954,10307,0.578
AgentBrain,0.436,1136.678,3.936,10329,0.579
AgentBrain,0.423,1141.509,4.046,10266,0.579
AgentBrain,0.422,1146.262,3.993,10319,0.580
AgentBrain,0.428,1150.967,3.923,10289,0.580
AgentBrain,0.423,1155.761,4.020,10254,0.580
AgentBrain,0.435,1160.523,3.994,10277,0.581
AgentBrain,0.430,1165.301,4.019,10273,0.581
AgentBrain,0.426,1170.046,4.027,10241,0.581
AgentBrain,0.427,1174.760,3.986,10256,0.582
AgentBrain,0.428,1179.474,3.954,10259,0.582
AgentBrain,0.431,1184.257,4.002,10257,0.583
AgentBrain,0.430,1189.044,4.047,10288,0.583
AgentBrain,0.433,1193.778,3.972,10266,0.584
AgentBrain,0.428,1198.581,4.022,10254,0.584
AgentBrain,0.423,1203.203,3.888,10254,0.585
AgentBrain,0.450,1208.157,4.149,10307,0.585
AgentBrain,0.424,1212.800,3.903,10260,0.585
AgentBrain,0.418,1217.492,3.935,10253,0.586
AgentBrain,0.428,1222.195,3.938,10338,0.586
AgentBrain,0.418,1227.093,4.150,10283,0.587
AgentBrain,0.444,1231.832,3.983,10291,0.587
AgentBrain,0.440,1236.616,4.009,10309,0.587
AgentBrain,0.427,1241.362,3.980,10281,0.588
AgentBrain,0.424,1246.061,3.956,10247,0.588
AgentBrain,0.426,1250.801,3.971,10279,0.589
AgentBrain,0.425,1255.507,3.930,10276,0.589
AgentBrain,0.438,1260.383,4.077,10280,0.589
AgentBrain,0.429,1265.181,4.027,10244,0.590
AgentBrain,0.423,1269.866,3.920,10246,0.590
AgentBrain,0.439,1274.624,3.978,10262,0.591
AgentBrain,0.434,1279.505,4.123,10259,0.591
AgentBrain,0.428,1284.308,4.037,10279,0.592
AgentBrain,0.424,1289.091,4.017,10254,0.592
AgentBrain,0.423,1293.749,3.886,10244,0.592
AgentBrain,0.426,1298.525,4.003,10320,0.593
AgentBrain,0.430,1303.342,4.014,10248,0.594
AgentBrain,0.428,1308.079,3.988,10280,0.594
AgentBrain,0.428,1312.775,3.923,10309,0.594
AgentBrain,0.439,1317.544,3.992,10246,0.595
AgentBrain,0.428,1322.364,4.044,10243,0.595
AgentBrain,0.426,1327.032,3.904,10258,0.595
AgentBrain,0.428,1331.724,3.933,10268,0.596
AgentBrain,0.428,1336.497,3.996,10250,0.596
AgentBrain,0.434,1341.163,3.893,10294,0.596
AgentBrain,0.434,1346.027,4.073,10276,0.597
AgentBrain,0.437,1350.891,4.071,10271,0.598
AgentBrain,0.434,1355.715,4.049,10315,0.598
AgentBrain,0.431,1360.582,4.109,10272,0.598
AgentBrain,0.430,1365.346,4.014,10248,0.598
AgentBrain,0.430,1370.105,3.997,10283,0.599
AgentBrain,0.465,1374.990,4.100,10243,0.599
AgentBrain,0.437,1379.740,3.984,10263,0.600
AgentBrain,0.431,1384.585,4.072,10253,0.600
AgentBrain,0.432,1389.464,4.093,10330,0.601
AgentBrain,0.442,1394.185,3.955,10242,0.601
AgentBrain,0.432,1398.998,4.039,10269,0.602
AgentBrain,0.434,1403.800,4.025,10292,0.602
AgentBrain,0.432,1408.652,4.096,10276,0.603
AgentBrain,0.430,1413.428,3.993,10253,0.603
AgentBrain,0.434,1418.279,4.070,10289,0.603
AgentBrain,0.433,1423.055,3.993,10245,0.604
AgentBrain,0.435,1427.845,4.017,10343,0.604
AgentBrain,0.431,1432.631,3.991,10292,0.604
AgentBrain,0.428,1437.402,3.995,10267,0.605
AgentBrain,0.424,1442.127,3.964,10251,0.605
AgentBrain,0.427,1446.986,4.090,10249,0.605
AgentBrain,0.435,1451.745,3.993,10322,0.606
AgentBrain,0.430,1456.643,4.135,10273,0.606
AgentBrain,0.428,1461.408,3.986,10327,0.606
AgentBrain,0.425,1466.222,4.045,10247,0.607
AgentBrain,0.420,1470.867,3.894,10276,0.607
AgentBrain,0.422,1475.590,3.912,10251,0.608
AgentBrain,0.424,1480.311,3.959,10290,0.608
AgentBrain,0.427,1485.097,4.017,10245,0.608
AgentBrain,0.447,1489.863,3.980,10246,0.609
AgentBrain,0.433,1494.708,4.075,10279,0.609
AgentBrain,0.420,1499.442,3.966,10357,0.610
AgentBrain,0.431,1504.146,3.933,10241,0.610
AgentBrain,0.416,1508.810,3.903,10244,0.611
AgentBrain,0.422,1513.511,3.943,10262,0.611
AgentBrain,0.418,1518.268,3.972,10249,0.612
AgentBrain,0.418,1522.933,3.906,10268,0.612
AgentBrain,0.427,1527.557,3.857,10276,0.612
AgentBrain,0.421,1532.404,4.080,10252,0.613
AgentBrain,0.418,1537.096,3.918,10264,0.613
AgentBrain,0.421,1541.738,3.897,10263,0.614
AgentBrain,0.423,1546.450,3.947,10272,0.614
AgentBrain,0.424,1551.138,3.908,10290,0.614
AgentBrain,0.419,1555.810,3.914,10251,0.614
AgentBrain,0.422,1560.468,3.886,10247,0.615
AgentBrain,0.431,1565.167,3.954,10257,0.615
AgentBrain,0.421,1569.845,3.909,10285,0.615
AgentBrain,0.417,1574.494,3.873,10265,0.616
AgentBrain,0.426,1579.282,4.020,10508,0.616
AgentBrain,0.418,1584.059,3.998,10246,0.616
AgentBrain,0.430,1588.674,3.869,10331,0.616
AgentBrain,0.422,1593.279,3.832,10267,0.616
AgentBrain,0.429,1596.727,2.896,10360,0.615
AgentBrain,0.423,1599.979,2.711,10319,0.615
AgentBrain,0.427,1603.418,2.887,10259,0.614
AgentBrain,0.422,1606.640,2.677,10244,0.613
AgentBrain,0.432,1610.074,2.879,10277,0.612
AgentBrain,0.440,1613.470,2.833,10292,0.612
AgentBrain,0.425,1616.723,2.709,10242,0.611
AgentBrain,0.422,1620.159,2.884,10309,0.610
AgentBrain,0.420,1623.514,2.811,10266,0.609
AgentBrain,0.417,1626.859,2.804,10311,0.609
AgentBrain,0.417,1630.101,2.707,10245,0.608
AgentBrain,0.422,1633.565,2.907,10329,0.607
AgentBrain,0.426,1636.829,2.712,10265,0.606
AgentBrain,0.423,1640.220,2.837,10253,0.606
AgentBrain,0.421,1643.540,2.785,10297,0.605
AgentBrain,0.428,1646.880,2.795,10290,0.605
AgentBrain,0.426,1650.378,2.943,10322,0.604
AgentBrain,0.416,1653.585,2.680,10276,0.603
AgentBrain,0.418,1656.920,2.798,10244,0.603
AgentBrain,0.425,1660.280,2.811,10253,0.602
AgentBrain,0.421,1663.611,2.794,10244,0.601
AgentBrain,0.424,1666.905,2.744,10358,0.600
AgentBrain,0.417,1670.299,2.848,10334,0.599
AgentBrain,0.425,1673.611,2.764,10374,0.599
AgentBrain,0.419,1676.896,2.749,10303,0.598
AgentBrain,0.418,1680.268,2.818,10273,0.597
AgentBrain,0.421,1683.568,2.744,10307,0.597
AgentBrain,0.425,1687.027,2.910,10316,0.596
AgentBrain,0.418,1690.240,2.682,10249,0.596
AgentBrain,0.418,1693.699,2.901,10284,0.595
AgentBrain,0.419,1696.955,2.720,10242,0.594
AgentBrain,0.414,1700.202,2.710,10243,0.594
AgentBrain,0.435,1703.685,2.920,10518,0.593
AgentBrain,0.422,1707.100,2.846,10250,0.592
AgentBrain,0.420,1710.480,2.826,10260,0.591
AgentBrain,0.419,1713.818,2.791,10287,0.591
AgentBrain,0.424,1717.164,2.802,10332,0.590
AgentBrain,0.423,1720.477,2.762,10322,0.589
AgentBrain,0.421,1723.967,2.939,10268,0.588
AgentBrain,0.433,1727.281,2.757,10352,0.588
AgentBrain,0.428,1730.681,2.834,10287,0.587
AgentBrain,0.425,1734.004,2.771,10326,0.586
AgentBrain,0.433,1737.349,2.800,10277,0.585
AgentBrain,0.426,1740.689,2.799,10294,0.585
AgentBrain,0.438,1744.138,2.886,10312,0.584
AgentBrain,0.433,1747.611,2.915,10278,0.583
AgentBrain,0.420,1750.967,2.814,10297,0.583
AgentBrain,0.425,1754.280,2.767,10263,0.582
AgentBrain,0.419,1757.680,2.855,10249,0.581
AgentBrain,0.419,1760.993,2.783,10248,0.581
AgentBrain,0.419,1764.299,2.765,10290,0.580
AgentBrain,0.425,1767.620,2.765,10352,0.579
AgentBrain,0.434,1771.047,2.856,10374,0.578
AgentBrain,0.420,1774.432,2.831,10386,0.578
AgentBrain,0.428,1777.826,2.846,10296,0.577
AgentBrain,0.423,1781.221,2.847,10274,0.576
AgentBrain,0.422,1784.397,2.638,10275,0.576
AgentBrain,0.421,1787.883,2.937,10317,0.575
AgentBrain,0.423,1791.216,2.786,10282,0.574
AgentBrain,0.450,1794.619,2.828,10255,0.574
AgentBrain,0.425,1797.949,2.765,10276,0.573
AgentBrain,0.423,1801.304,2.810,10321,0.573
AgentBrain,0.423,1804.659,2.816,10320,0.572
AgentBrain,0.434,1808.129,2.904,10272,0.571
AgentBrain,0.426,1811.409,2.748,10293,0.571
AgentBrain,0.425,1814.700,2.745,10296,0.570
AgentBrain,0.421,1818.034,2.783,10374,0.569
AgentBrain,0.426,1821.410,2.810,10381,0.568
AgentBrain,0.426,1824.836,2.878,10244,0.568
AgentBrain,0.422,1828.144,2.766,10248,0.567
AgentBrain,0.417,1831.522,2.830,10246,0.567
AgentBrain,0.436,1834.975,2.876,10333,0.566
AgentBrain,0.429,1838.253,2.727,10332,0.565
AgentBrain,0.423,1841.612,2.805,10245,0.565
AgentBrain,0.419,1844.972,2.810,10251,0.564
AgentBrain,0.420,1848.247,2.735,10243,0.564
AgentBrain,0.420,1851.638,2.844,10344,0.563
AgentBrain,0.424,1855.063,2.870,10243,0.562
AgentBrain,0.418,1858.456,2.845,10297,0.562
AgentBrain,0.422,1861.663,2.656,10308,0.561
AgentBrain,0.426,1865.064,2.851,10261,0.560
AgentBrain,0.425,1868.437,2.819,10282,0.560
AgentBrain,0.430,1871.826,2.836,10432,0.559
AgentBrain,0.427,1875.171,2.795,10445,0.558
AgentBrain,0.422,1878.669,2.951,10346,0.558
AgentBrain,0.426,1882.070,2.853,10254,0.557
AgentBrain,0.421,1885.327,2.716,10274,0.556
AgentBrain,0.424,1888.656,2.782,10268,0.556
AgentBrain,0.436,1892.145,2.922,10272,0.555
AgentBrain,0.428,1895.481,2.790,10300,0.554
AgentBrain,0.420,1898.853,2.820,10331,0.554
AgentBrain,0.440,1902.265,2.839,10318,0.553
AgentBrain,0.422,1905.628,2.804,10322,0.552
AgentBrain,0.418,1908.916,2.749,10243,0.552
AgentBrain,0.425,1912.276,2.799,10301,0.551
AgentBrain,0.428,1915.788,2.945,10299,0.551
AgentBrain,0.456,1919.259,2.886,10316,0.550
AgentBrain,0.482,1922.687,2.819,10350,0.549
AgentBrain,0.437,1926.198,2.943,10333,0.549
AgentBrain,0.462,1929.608,2.822,10298,0.548
AgentBrain,0.426,1932.968,2.807,10282,0.547
AgentBrain,0.426,1936.402,2.857,10283,0.547
AgentBrain,0.434,1939.816,2.851,10321,0.546
AgentBrain,0.433,1943.276,2.899,10377,0.546
AgentBrain,0.430,1946.672,2.836,10325,0.546
AgentBrain,0.431,1950.036,2.810,10314,0.545
AgentBrain,0.432,1953.539,2.956,10366,0.545
AgentBrain,0.427,1956.899,2.810,10247,0.544
AgentBrain,0.438,1960.320,2.864,10277,0.543
AgentBrain,0.433,1963.718,2.839,10369,0.543
AgentBrain,0.436,1967.117,2.851,10250,0.542
AgentBrain,0.427,1970.561,2.891,10287,0.542
AgentBrain,0.429,1973.996,2.871,10316,0.541
AgentBrain,0.427,1977.318,2.765,10287,0.541
AgentBrain,0.431,1980.806,2.908,10285,0.540
AgentBrain,0.427,1984.167,2.810,10243,0.540
AgentBrain,0.432,1987.538,2.812,10422,0.539
AgentBrain,0.427,1990.880,2.795,10281,0.539
AgentBrain,0.429,1994.262,2.825,10245,0.539
AgentBrain,0.427,1997.645,2.823,10254,0.538
AgentBrain,0.429,2001.055,2.852,10324,0.538
AgentBrain,0.431,2004.481,2.866,10319,0.537
AgentBrain,0.432,2007.801,2.762,10310,0.537
AgentBrain,0.428,2011.275,2.917,10333,0.537
AgentBrain,0.431,2014.627,2.795,10263,0.536
AgentBrain,0.428,2018.099,2.905,10399,0.536
AgentBrain,0.434,2021.481,2.823,10339,0.536
AgentBrain,0.430,2024.980,2.937,10342,0.535
AgentBrain,0.465,2028.314,2.741,10241,0.534
AgentBrain,0.431,2031.797,2.922,10273,0.534
AgentBrain,0.436,2035.141,2.778,10356,0.533
AgentBrain,0.427,2038.543,2.850,10306,0.533
AgentBrain,0.434,2041.975,2.867,10381,0.533
AgentBrain,0.429,2045.380,2.851,10269,0.532
AgentBrain,0.428,2048.782,2.842,10317,0.532
AgentBrain,0.427,2052.127,2.787,10267,0.531
AgentBrain,0.425,2055.599,2.918,10274,0.531
AgentBrain,0.430,2058.828,2.682,10245,0.530
AgentBrain,0.432,2062.310,2.918,10255,0.530
AgentBrain,0.440,2065.782,2.898,10331,0.529
AgentBrain,0.452,2069.176,2.815,10365,0.529
AgentBrain,0.441,2072.682,2.928,10354,0.529
AgentBrain,0.434,2076.184,2.933,10289,0.528
AgentBrain,0.432,2079.517,2.772,10273,0.528
AgentBrain,0.429,2082.894,2.828,10251,0.528
AgentBrain,0.429,2086.376,2.922,10250,0.527
AgentBrain,0.428,2089.703,2.769,10280,0.527
AgentBrain,0.445,2093.164,2.886,10309,0.526
AgentBrain,0.438,2096.589,2.857,10278,0.526
AgentBrain,0.438,2100.039,2.860,10265,0.526
AgentBrain,0.443,2103.469,2.861,10296,0.525
AgentBrain,0.423,2106.876,2.860,10291,0.525
AgentBrain,0.422,2110.333,2.905,10306,0.525
AgentBrain,0.419,2113.640,2.762,10280,0.524
AgentBrain,0.418,2116.946,2.765,10282,0.524
AgentBrain,0.424,2120.367,2.867,10298,0.523
AgentBrain,0.433,2123.745,2.819,10259,0.523
AgentBrain,0.432,2127.301,2.991,10286,0.522
AgentBrain,0.435,2130.616,2.761,10264,0.522
AgentBrain,0.424,2134.086,2.916,10274,0.521
AgentBrain,0.440,2137.534,2.880,10345,0.521
AgentBrain,0.454,2141.017,2.909,10244,0.521
AgentBrain,0.432,2144.431,2.863,10296,0.520
AgentBrain,0.433,2147.922,2.921,10345,0.520
AgentBrain,0.434,2151.343,2.867,10317,0.519
AgentBrain,0.428,2154.646,2.762,10270,0.519
AgentBrain,0.427,2158.082,2.882,10241,0.518
AgentBrain,0.425,2161.427,2.794,10298,0.518
AgentBrain,0.434,2164.860,2.863,10336,0.518
AgentBrain,0.434,2168.358,2.929,10330,0.517
AgentBrain,0.429,2171.679,2.771,10258,0.517
AgentBrain,0.431,2175.091,2.851,10298,0.516
AgentBrain,0.436,2178.471,2.816,10300,0.516
AgentBrain,0.428,2181.891,2.868,10299,0.516
AgentBrain,0.427,2185.221,2.767,10285,0.515
AgentBrain,0.429,2188.622,2.832,10264,0.515
AgentBrain,0.429,2192.088,2.881,10369,0.514
AgentBrain,0.431,2195.501,2.855,10413,0.514
AgentBrain,0.436,2198.908,2.840,10337,0.514
AgentBrain,0.432,2202.310,2.843,10258,0.513
AgentBrain,0.436,2205.730,2.856,10427,0.513
AgentBrain,0.428,2209.190,2.896,10388,0.512
AgentBrain,0.432,2212.634,2.874,10284,0.512
