Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AgentBrain,0.423,245.743,3.842,10242,0.000
AgentBrain,0.410,255.771,9.272,10242,0.013
AgentBrain,0.432,262.219,5.681,10251,0.026
AgentBrain,0.419,267.023,4.047,10263,0.038
AgentBrain,0.419,272.993,5.230,10334,0.048
AgentBrain,0.445,277.710,3.946,10269,0.058
AgentBrain,0.427,282.530,4.017,10251,0.070
AgentBrain,0.416,287.225,3.948,10261,0.079
AgentBrain,0.419,291.995,3.994,10282,0.088
AgentBrain,0.409,296.601,3.848,10242,0.098
AgentBrain,0.412,301.206,3.835,10254,0.108
AgentBrain,0.424,305.942,3.988,10243,0.116
AgentBrain,0.417,310.657,3.970,10291,0.124
AgentBrain,0.451,315.366,3.886,10293,0.133
AgentBrain,0.413,320.161,4.041,10244,0.141
AgentBrain,0.407,324.823,3.911,10247,0.150
AgentBrain,0.421,329.452,3.858,10264,0.158
AgentBrain,0.467,334.161,3.910,10247,0.166
AgentBrain,0.408,338.882,3.967,10252,0.175
AgentBrain,0.414,343.557,3.906,10243,0.182
AgentBrain,0.414,348.155,3.835,10242,0.190
AgentBrain,0.428,352.907,3.957,10256,0.198
AgentBrain,0.417,357.535,3.896,10242,0.204
AgentBrain,0.422,362.222,3.912,10370,0.211
AgentBrain,0.415,366.874,3.895,10253,0.218
AgentBrain,0.413,371.457,3.829,10285,0.224
AgentBrain,0.408,376.165,3.947,10280,0.230
AgentBrain,0.420,380.810,3.890,10253,0.236
AgentBrain,0.412,385.442,3.893,10250,0.242
AgentBrain,0.413,389.998,3.809,10279,0.249
AgentBrain,0.419,394.614,3.840,10249,0.255
AgentBrain,0.411,399.198,3.827,10259,0.261
AgentBrain,0.416,403.763,3.800,10262,0.266
AgentBrain,0.410,408.399,3.863,10248,0.272
AgentBrain,0.420,413.000,3.863,10246,0.278
AgentBrain,0.412,417.567,3.801,10262,0.283
AgentBrain,0.408,422.214,3.896,10297,0.289
AgentBrain,0.413,426.793,3.808,10313,0.294
AgentBrain,0.414,431.385,3.850,10244,0.298
AgentBrain,0.410,436.019,3.856,10256,0.303
AgentBrain,0.414,440.694,3.916,10257,0.308
AgentBrain,0.414,445.315,3.831,10274,0.312
AgentBrain,0.412,449.947,3.889,10254,0.317
AgentBrain,0.411,454.591,3.905,10245,0.321
AgentBrain,0.421,459.250,3.882,10242,0.325
AgentBrain,0.430,464.073,4.039,10255,0.329
AgentBrain,0.418,468.720,3.872,10263,0.334
AgentBrain,0.421,473.454,3.978,10244,0.337
AgentBrain,0.429,478.243,3.992,10263,0.341
AgentBrain,0.421,483.005,3.983,10296,0.345
AgentBrain,0.420,487.704,3.940,10265,0.348
AgentBrain,0.416,492.361,3.920,10258,0.352
AgentBrain,0.413,497.069,3.935,10258,0.355
AgentBrain,0.413,501.726,3.868,10264,0.358
AgentBrain,0.441,506.482,3.959,10242,0.362
AgentBrain,0.423,511.284,4.003,10241,0.366
AgentBrain,0.422,515.945,3.882,10310,0.368
AgentBrain,0.421,520.641,3.931,10260,0.372
AgentBrain,0.417,525.334,3.923,10246,0.375
AgentBrain,0.431,530.071,3.953,10246,0.379
AgentBrain,0.410,534.847,4.013,10271,0.382
AgentBrain,0.407,539.481,3.885,10262,0.385
AgentBrain,0.412,544.365,4.030,10258,0.388
AgentBrain,0.420,549.059,3.906,10304,0.390
AgentBrain,0.417,553.763,3.931,10287,0.392
AgentBrain,0.409,558.335,3.819,10287,0.395
AgentBrain,0.421,563.029,3.919,10311,0.398
AgentBrain,0.416,567.691,3.906,10247,0.400
AgentBrain,0.415,572.356,3.888,10246,0.402
AgentBrain,0.414,576.983,3.864,10272,0.405
AgentBrain,0.409,581.625,3.848,10246,0.407
AgentBrain,0.408,586.223,3.844,10268,0.409
AgentBrain,0.409,590.834,3.849,10248,0.412
AgentBrain,0.413,595.450,3.881,10241,0.415
AgentBrain,0.411,600.069,3.871,10256,0.418
AgentBrain,0.412,604.697,3.870,10269,0.420
AgentBrain,0.407,609.283,3.826,10243,0.422
AgentBrain,0.413,613.991,3.932,10253,0.425
AgentBrain,0.414,618.605,3.867,10242,0.427
AgentBrain,0.414,623.265,3.892,10250,0.429
AgentBrain,0.408,627.938,3.916,10241,0.431
AgentBrain,0.412,632.595,3.885,10245,0.433
AgentBrain,0.414,637.194,3.863,10303,0.435
AgentBrain,0.411,641.871,3.930,10249,0.437
AgentBrain,0.421,646.689,4.014,10249,0.439
AgentBrain,0.413,651.358,3.908,10289,0.441
AgentBrain,0.423,656.197,4.076,10300,0.444
AgentBrain,0.417,660.960,3.997,10322,0.446
AgentBrain,0.422,665.710,3.978,10270,0.448
AgentBrain,0.411,670.369,3.913,10265,0.450
AgentBrain,0.428,675.078,3.937,10250,0.451
AgentBrain,0.449,679.885,4.023,10297,0.453
AgentBrain,0.435,684.631,3.995,10243,0.455
AgentBrain,0.420,689.497,4.095,10259,0.456
AgentBrain,0.471,694.345,3.999,10263,0.458
AgentBrain,0.444,699.041,3.910,10288,0.460
AgentBrain,0.419,703.847,4.036,10309,0.461
AgentBrain,0.407,708.407,3.797,10250,0.463
AgentBrain,0.420,713.036,3.865,10268,0.465
AgentBrain,0.415,717.725,3.919,10251,0.466
AgentBrain,0.418,722.533,4.053,10250,0.468
AgentBrain,0.422,727.351,4.058,10245,0.470
AgentBrain,0.456,732.173,4.023,10243,0.472
AgentBrain,0.419,737.014,4.103,10275,0.474
AgentBrain,0.443,741.809,3.997,10241,0.475
AgentBrain,0.418,746.563,3.983,10261,0.477
AgentBrain,0.412,751.183,3.871,10249,0.479
AgentBrain,0.462,756.111,4.118,10253,0.481
AgentBrain,0.412,760.908,4.028,10250,0.482
AgentBrain,0.423,765.651,3.979,10262,0.484
AgentBrain,0.425,770.634,4.186,10267,0.486
AgentBrain,0.424,775.385,3.991,10270,0.488
AgentBrain,0.418,780.146,4.015,10246,0.490
AgentBrain,0.432,784.892,3.954,10253,0.491
AgentBrain,0.430,789.652,4.013,10250,0.492
AgentBrain,0.476,794.657,4.193,10262,0.494
AgentBrain,0.435,799.629,4.197,10248,0.496
AgentBrain,0.416,804.392,3.995,10291,0.497
AgentBrain,0.492,809.357,4.138,10296,0.499
AgentBrain,0.445,814.272,4.126,10275,0.500
AgentBrain,0.433,819.187,4.159,10293,0.502
AgentBrain,0.457,824.051,4.042,10243,0.503
AgentBrain,0.434,828.961,4.116,10251,0.504
AgentBrain,0.438,833.872,4.105,10291,0.506
AgentBrain,0.439,838.759,4.085,10254,0.507
AgentBrain,0.449,843.584,4.037,10271,0.509
AgentBrain,0.431,848.472,4.100,10281,0.510
AgentBrain,0.420,853.199,3.945,10243,0.511
AgentBrain,0.453,858.029,4.011,10263,0.513
AgentBrain,0.422,862.724,3.927,10247,0.514
AgentBrain,0.411,867.414,3.904,10252,0.515
AgentBrain,0.439,872.260,4.063,10285,0.516
AgentBrain,0.412,877.127,4.103,10255,0.518
AgentBrain,0.433,881.847,3.922,10267,0.519
AgentBrain,0.418,886.514,3.894,10249,0.520
AgentBrain,0.414,891.322,4.025,10242,0.521
AgentBrain,0.422,896.176,4.099,10266,0.523
AgentBrain,0.432,900.959,3.990,10329,0.524
AgentBrain,0.414,905.726,4.007,10250,0.525
AgentBrain,0.415,910.423,3.917,10307,0.526
AgentBrain,0.412,915.011,3.821,10243,0.528
AgentBrain,0.411,919.678,3.861,10253,0.529
AgentBrain,0.412,924.277,3.856,10261,0.530
AgentBrain,0.414,928.921,3.891,10259,0.531
AgentBrain,0.411,933.553,3.851,10256,0.532
AgentBrain,0.413,938.179,3.856,10261,0.533
AgentBrain,0.410,942.838,3.887,10250,0.535
AgentBrain,0.413,947.498,3.883,10244,0.536
AgentBrain,0.426,952.318,4.013,10244,0.537
AgentBrain,0.425,957.158,4.091,10286,0.538
AgentBrain,0.416,961.834,3.888,10278,0.539
AgentBrain,0.411,966.555,3.976,10253,0.540
AgentBrain,0.409,971.187,3.849,10246,0.542
AgentBrain,0.413,975.817,3.861,10264,0.543
AgentBrain,0.409,980.434,3.855,10249,0.544
AgentBrain,0.414,985.008,3.822,10252,0.545
AgentBrain,0.408,989.641,3.878,10247,0.546
AgentBrain,0.411,994.302,3.887,10264,0.547
AgentBrain,0.411,998.845,3.796,10251,0.548
AgentBrain,0.415,1003.521,3.913,10266,0.549
AgentBrain,0.439,1008.273,3.979,10257,0.550
AgentBrain,0.426,1012.987,3.928,10256,0.551
AgentBrain,0.431,1017.811,4.063,10265,0.552
AgentBrain,0.416,1022.459,3.885,10241,0.553
AgentBrain,0.416,1027.177,3.934,10250,0.555
AgentBrain,0.423,1031.867,3.903,10292,0.556
AgentBrain,0.425,1036.665,3.997,10251,0.557
AgentBrain,0.413,1041.258,3.835,10269,0.557
AgentBrain,0.413,1045.877,3.854,10250,0.559
AgentBrain,0.412,1050.498,3.850,10256,0.560
AgentBrain,0.413,1055.126,3.841,10269,0.561
AgentBrain,0.413,1059.719,3.831,10266,0.562
AgentBrain,0.426,1064.717,4.094,10276,0.562
AgentBrain,0.413,1068.313,3.007,10260,0.561
AgentBrain,0.415,1071.913,3.000,10246,0.560
AgentBrain,0.423,1075.595,3.065,10261,0.558
AgentBrain,0.415,1079.242,3.037,10330,0.557
AgentBrain,0.413,1082.969,3.091,10251,0.556
AgentBrain,0.416,1086.597,3.023,10256,0.555
AgentBrain,0.415,1090.251,3.048,10253,0.554
AgentBrain,0.413,1093.897,3.033,10247,0.554
AgentBrain,0.427,1097.628,3.089,10300,0.553
AgentBrain,0.419,1101.267,3.038,10260,0.552
AgentBrain,0.418,1104.889,3.014,10289,0.551
AgentBrain,0.419,1108.588,3.100,10298,0.550
AgentBrain,0.410,1112.232,3.036,10248,0.549
AgentBrain,0.413,1115.868,3.016,10305,0.549
AgentBrain,0.417,1119.540,3.072,10276,0.548
AgentBrain,0.417,1123.183,3.039,10265,0.547
AgentBrain,0.423,1126.796,2.999,10292,0.547
AgentBrain,0.414,1130.489,3.073,10248,0.546
AgentBrain,0.431,1134.220,3.112,10260,0.546
AgentBrain,0.420,1137.831,2.995,10248,0.545
AgentBrain,0.437,1141.602,3.138,10308,0.545
AgentBrain,0.427,1145.457,3.222,10275,0.544
AgentBrain,0.443,1149.159,3.044,10307,0.544
AgentBrain,0.416,1152.835,3.063,10286,0.544
AgentBrain,0.427,1156.486,3.031,10277,0.544
AgentBrain,0.421,1160.250,3.151,10287,0.543
AgentBrain,0.412,1163.909,3.043,10296,0.543
AgentBrain,0.429,1167.577,3.055,10328,0.542
AgentBrain,0.434,1171.328,3.119,10277,0.541
AgentBrain,0.430,1175.103,3.147,10313,0.541
AgentBrain,0.424,1178.913,3.184,10259,0.541
AgentBrain,0.414,1182.540,3.018,10243,0.540
AgentBrain,0.438,1186.187,3.017,10266,0.540
AgentBrain,0.416,1189.911,3.115,10274,0.540
AgentBrain,0.411,1193.633,3.111,10245,0.539
AgentBrain,0.420,1197.198,2.965,10282,0.539
AgentBrain,0.420,1200.909,3.098,10249,0.538
AgentBrain,0.416,1204.628,3.106,10265,0.538
AgentBrain,0.417,1208.349,3.101,10303,0.537
AgentBrain,0.416,1211.983,3.021,10281,0.537
AgentBrain,0.419,1215.636,3.033,10266,0.537
AgentBrain,0.414,1219.313,3.086,10268,0.537
AgentBrain,0.417,1222.922,3.011,10241,0.536
AgentBrain,0.413,1226.551,3.022,10259,0.536
AgentBrain,0.414,1230.151,2.990,10266,0.536
AgentBrain,0.412,1233.835,3.082,10250,0.535
AgentBrain,0.413,1237.432,3.000,10305,0.535
AgentBrain,0.413,1241.144,3.096,10289,0.534
AgentBrain,0.416,1244.856,3.098,10275,0.534
AgentBrain,0.413,1248.390,2.935,10264,0.534
AgentBrain,0.416,1252.076,3.084,10301,0.533
AgentBrain,0.434,1255.880,3.178,10270,0.533
AgentBrain,0.413,1259.566,3.074,10248,0.532
AgentBrain,0.414,1263.201,3.004,10261,0.532
AgentBrain,0.425,1266.864,3.045,10278,0.532
AgentBrain,0.411,1270.402,2.942,10247,0.532
AgentBrain,0.433,1274.200,3.172,10245,0.531
AgentBrain,0.420,1277.915,3.083,10282,0.531
AgentBrain,0.424,1281.558,3.016,10279,0.531
AgentBrain,0.419,1285.303,3.138,10340,0.531
AgentBrain,0.422,1289.018,3.099,10303,0.531
AgentBrain,0.425,1292.719,3.081,10242,0.530
AgentBrain,0.420,1296.480,3.123,10291,0.530
AgentBrain,0.422,1300.257,3.169,10248,0.530
AgentBrain,0.425,1303.875,2.997,10309,0.530
AgentBrain,0.434,1307.632,3.127,10270,0.530
AgentBrain,0.422,1311.399,3.138,10296,0.530
AgentBrain,0.427,1315.082,3.062,10285,0.529
AgentBrain,0.425,1318.877,3.179,10255,0.529
AgentBrain,0.423,1322.593,3.095,10357,0.529
AgentBrain,0.419,1326.332,3.121,10253,0.529
AgentBrain,0.421,1329.952,3.000,10265,0.529
AgentBrain,0.460,1333.907,3.300,10353,0.529
AgentBrain,0.420,1337.690,3.161,10249,0.529
AgentBrain,0.416,1341.342,3.039,10247,0.529
AgentBrain,0.414,1344.955,2.997,10245,0.528
AgentBrain,0.433,1348.748,3.157,10250,0.528
AgentBrain,0.433,1352.492,3.129,10301,0.528
AgentBrain,0.432,1356.295,3.161,10272,0.528
AgentBrain,0.426,1360.044,3.115,10242,0.528
AgentBrain,0.429,1363.722,3.043,10262,0.528
AgentBrain,0.430,1367.533,3.185,10390,0.528
AgentBrain,0.436,1371.287,3.118,10296,0.528
AgentBrain,0.426,1374.961,3.059,10281,0.527
AgentBrain,0.433,1378.733,3.135,10247,0.527
AgentBrain,0.421,1382.449,3.086,10278,0.527
AgentBrain,0.422,1386.216,3.142,10264,0.527
AgentBrain,0.429,1389.884,3.048,10280,0.527
AgentBrain,0.431,1393.602,3.083,10301,0.527
AgentBrain,0.424,1397.420,3.172,10258,0.527
AgentBrain,0.434,1401.161,3.109,10325,0.527
AgentBrain,0.421,1404.903,3.116,10270,0.527
AgentBrain,0.421,1408.626,3.096,10250,0.527
AgentBrain,0.425,1412.320,3.066,10307,0.527
AgentBrain,0.422,1416.011,3.081,10320,0.527
AgentBrain,0.420,1419.700,3.076,10260,0.527
AgentBrain,0.430,1423.518,3.188,10274,0.527
AgentBrain,0.425,1427.285,3.140,10269,0.527
AgentBrain,0.437,1430.986,3.060,10295,0.527
AgentBrain,0.431,1434.739,3.113,10296,0.527
AgentBrain,0.429,1438.548,3.151,10307,0.527
AgentBrain,0.426,1442.302,3.125,10258,0.527
AgentBrain,0.438,1445.998,3.033,10419,0.526
AgentBrain,0.437,1449.804,3.168,10388,0.526
AgentBrain,0.430,1453.505,3.078,10275,0.526
AgentBrain,0.429,1457.312,3.178,10298,0.526
AgentBrain,0.437,1461.065,3.119,10329,0.526
AgentBrain,0.432,1464.849,3.156,10245,0.526
AgentBrain,0.443,1468.587,3.098,10255,0.526
AgentBrain,0.436,1472.388,3.169,10254,0.526
AgentBrain,0.437,1476.170,3.145,10257,0.525
AgentBrain,0.445,1480.066,3.239,10259,0.525
AgentBrain,0.445,1483.837,3.139,10265,0.525
AgentBrain,0.440,1487.695,3.227,10275,0.525
AgentBrain,0.431,1491.461,3.138,10268,0.525
AgentBrain,0.431,1495.252,3.158,10270,0.525
AgentBrain,0.435,1499.099,3.210,10285,0.525
AgentBrain,0.434,1502.852,3.124,10359,0.524
AgentBrain,0.440,1506.594,3.103,10242,0.524
AgentBrain,0.433,1510.388,3.165,10278,0.524
AgentBrain,0.432,1514.152,3.115,10273,0.524
AgentBrain,0.433,1517.868,3.088,10272,0.524
AgentBrain,0.428,1521.654,3.166,10250,0.524
AgentBrain,0.441,1525.405,3.114,10248,0.524
AgentBrain,0.435,1529.288,3.232,10260,0.524
AgentBrain,0.466,1533.099,3.117,10314,0.524
AgentBrain,0.444,1536.839,3.117,10281,0.523
AgentBrain,0.437,1540.685,3.224,10246,0.524
AgentBrain,0.428,1544.526,3.206,10261,0.524
AgentBrain,0.433,1548.229,3.058,10331,0.524
AgentBrain,0.430,1552.116,3.250,10248,0.524
AgentBrain,0.428,1555.665,2.933,10245,0.523
AgentBrain,0.422,1559.401,3.104,10245,0.523
AgentBrain,0.430,1563.170,3.129,10333,0.523
AgentBrain,0.445,1566.935,3.096,10277,0.523
AgentBrain,0.441,1570.747,3.168,10285,0.523
AgentBrain,0.421,1574.462,3.091,10246,0.523
AgentBrain,0.430,1578.190,3.103,10303,0.523
AgentBrain,0.419,1581.919,3.089,10270,0.523
AgentBrain,0.422,1585.584,3.047,10248,0.523
AgentBrain,0.428,1589.383,3.166,10248,0.523
AgentBrain,0.431,1593.073,3.061,10293,0.523
AgentBrain,0.454,1596.969,3.241,10303,0.523
AgentBrain,0.436,1600.759,3.131,10274,0.523
AgentBrain,0.432,1604.530,3.143,10284,0.523
AgentBrain,0.428,1608.270,3.111,10255,0.523
AgentBrain,0.419,1611.936,3.057,10250,0.523
AgentBrain,0.423,1615.650,3.075,10245,0.523
AgentBrain,0.441,1619.408,3.128,10263,0.522
AgentBrain,0.431,1623.151,3.121,10245,0.522
AgentBrain,0.450,1627.048,3.246,10291,0.522
AgentBrain,0.428,1630.804,3.123,10249,0.522
AgentBrain,0.421,1634.500,3.059,10301,0.522
AgentBrain,0.430,1638.271,3.155,10246,0.522
AgentBrain,0.436,1642.066,3.166,10252,0.522
AgentBrain,0.428,1645.880,3.186,10287,0.522
AgentBrain,0.419,1649.619,3.100,10254,0.522
AgentBrain,0.423,1653.333,3.097,10244,0.522
AgentBrain,0.435,1657.073,3.117,10300,0.522
AgentBrain,0.432,1660.825,3.126,10267,0.522
AgentBrain,0.427,1664.615,3.155,10339,0.522
AgentBrain,0.429,1668.314,3.054,10255,0.522
AgentBrain,0.427,1672.027,3.091,10345,0.522
AgentBrain,0.432,1675.802,3.156,10258,0.522
AgentBrain,0.434,1679.593,3.162,10263,0.522
AgentBrain,0.432,1683.349,3.106,10272,0.522
AgentBrain,0.422,1687.141,3.174,10261,0.522
AgentBrain,0.435,1690.959,3.184,10245,0.522
AgentBrain,0.443,1694.600,3.005,10276,0.522
AgentBrain,0.431,1698.400,3.155,10297,0.522
AgentBrain,0.439,1702.124,3.094,10253,0.522
AgentBrain,0.434,1705.917,3.161,10247,0.522
AgentBrain,0.426,1709.707,3.171,10301,0.521
AgentBrain,0.452,1713.554,3.194,10282,0.521
AgentBrain,0.427,1717.319,3.115,10332,0.521
AgentBrain,0.434,1721.113,3.161,10356,0.521
AgentBrain,0.433,1724.914,3.164,10322,0.521
AgentBrain,0.422,1728.664,3.131,10256,0.521
AgentBrain,0.428,1732.428,3.139,10282,0.521
AgentBrain,0.428,1736.187,3.117,10272,0.521
AgentBrain,0.433,1739.872,3.058,10260,0.521
AgentBrain,0.439,1743.724,3.213,10286,0.521
AgentBrain,0.417,1747.451,3.110,10329,0.521
AgentBrain,0.422,1751.175,3.082,10259,0.521
AgentBrain,0.429,1754.955,3.152,10356,0.521
AgentBrain,0.424,1758.771,3.187,10295,0.521
AgentBrain,0.446,1762.481,3.065,10297,0.521
AgentBrain,0.426,1766.205,3.102,10261,0.520
AgentBrain,0.432,1769.977,3.127,10252,0.520
AgentBrain,0.417,1773.654,3.082,10297,0.520
AgentBrain,0.420,1777.389,3.118,10255,0.520
AgentBrain,0.420,1781.163,3.145,10269,0.520
AgentBrain,0.424,1784.816,3.028,10260,0.520
AgentBrain,0.478,1788.636,3.158,10244,0.520
AgentBrain,0.448,1792.408,3.133,10272,0.520
AgentBrain,0.429,1796.186,3.144,10270,0.520
AgentBrain,0.431,1799.975,3.145,10279,0.520
AgentBrain,0.434,1803.802,3.173,10242,0.520
AgentBrain,0.425,1807.553,3.123,10265,0.520
AgentBrain,0.424,1811.269,3.090,10276,0.520
AgentBrain,0.429,1815.057,3.160,10310,0.520
AgentBrain,0.424,1818.862,3.162,10334,0.520
AgentBrain,0.446,1822.673,3.159,10274,0.520
AgentBrain,0.436,1826.482,3.166,10284,0.519
AgentBrain,0.433,1830.305,3.190,10281,0.520
AgentBrain,0.416,1833.964,3.038,10290,0.519
AgentBrain,0.443,1837.711,3.087,10249,0.519
AgentBrain,0.422,1841.457,3.132,10284,0.519
AgentBrain,0.439,1845.244,3.144,10308,0.519
AgentBrain,0.426,1849.060,3.191,10266,0.519
AgentBrain,0.423,1852.899,3.196,10247,0.519
AgentBrain,0.416,1856.559,3.060,10243,0.519
AgentBrain,0.418,1860.270,3.100,10307,0.519
AgentBrain,0.436,1864.067,3.171,10286,0.519
AgentBrain,0.423,1867.892,3.193,10274,0.519
AgentBrain,0.437,1871.566,3.057,10324,0.519
AgentBrain,0.434,1875.340,3.162,10252,0.519
AgentBrain,0.427,1879.081,3.121,10285,0.519
AgentBrain,0.431,1882.832,3.114,10288,0.519
AgentBrain,0.428,1886.643,3.165,10246,0.519
AgentBrain,0.433,1890.422,3.164,10279,0.519
AgentBrain,0.440,1894.165,3.106,10243,0.519
AgentBrain,0.435,1898.009,3.207,10278,0.519
AgentBrain,0.433,1901.924,3.165,10253,0.519
AgentBrain,0.425,1905.585,3.048,10247,0.520
AgentBrain,0.433,1909.330,3.104,10322,0.520
AgentBrain,0.427,1913.014,3.054,10246,0.520
AgentBrain,0.428,1916.802,3.150,10283,0.520
AgentBrain,0.438,1920.621,3.166,10272,0.520
AgentBrain,0.460,1924.459,3.193,10281,0.520
AgentBrain,0.431,1928.398,3.310,10276,0.520
AgentBrain,0.437,1932.228,3.190,10249,0.520
AgentBrain,0.442,1936.039,3.159,10258,0.520
AgentBrain,0.438,1939.809,3.148,10247,0.520
AgentBrain,0.445,1943.634,3.178,10306,0.520
AgentBrain,0.426,1947.317,3.061,10271,0.520
AgentBrain,0.423,1951.047,3.106,10242,0.520
AgentBrain,0.431,1954.785,3.083,10273,0.520
AgentBrain,0.445,1958.562,3.133,10246,0.520
AgentBrain,0.432,1962.320,3.133,10254,0.520
AgentBrain,0.437,1966.030,3.082,10351,0.520
AgentBrain,0.438,1969.843,3.149,10308,0.520
AgentBrain,0.426,1973.570,3.107,10246,0.520
AgentBrain,0.426,1977.353,3.155,10296,0.521
AgentBrain,0.425,1981.074,3.097,10265,0.520
AgentBrain,0.423,1984.889,3.185,10321,0.520
AgentBrain,0.434,1988.629,3.097,10333,0.521
AgentBrain,0.418,1992.322,3.084,10266,0.521
AgentBrain,0.420,1996.013,3.074,10244,0.521
AgentBrain,0.448,1999.793,3.144,10277,0.521
AgentBrain,0.438,2003.644,3.194,10299,0.520
AgentBrain,0.430,2007.417,3.159,10254,0.520
AgentBrain,0.442,2011.273,3.219,10244,0.520
AgentBrain,0.435,2014.998,3.090,10294,0.520
AgentBrain,0.434,2018.754,3.117,10250,0.520
AgentBrain,0.429,2022.497,3.118,10264,0.520
AgentBrain,0.431,2026.329,3.214,10254,0.520
AgentBrain,0.424,2030.082,3.137,10260,0.520
AgentBrain,0.429,2033.792,3.092,10253,0.520
AgentBrain,0.441,2037.607,3.152,10303,0.520
AgentBrain,0.433,2041.487,3.243,10268,0.520
AgentBrain,0.438,2045.261,3.141,10261,0.520
AgentBrain,0.435,2049.001,3.116,10266,0.520
AgentBrain,0.431,2052.784,3.153,10256,0.520
AgentBrain,0.432,2056.511,3.077,10246,0.520
AgentBrain,0.431,2060.285,3.139,10272,0.520
AgentBrain,0.430,2064.024,3.108,10284,0.520
AgentBrain,0.427,2067.728,3.080,10267,0.520
AgentBrain,0.439,2071.531,3.127,10298,0.520
AgentBrain,0.432,2075.310,3.164,10247,0.520
AgentBrain,0.435,2079.110,3.167,10332,0.520
AgentBrain,0.431,2082.909,3.168,10268,0.520
AgentBrain,0.439,2086.595,3.038,10264,0.520
AgentBrain,0.439,2090.403,3.156,10247,0.520
AgentBrain,0.429,2094.166,3.145,10275,0.520
AgentBrain,0.435,2097.899,3.098,10270,0.520
AgentBrain,0.429,2101.633,3.101,10254,0.520
AgentBrain,0.426,2105.427,3.139,10298,0.520
AgentBrain,0.434,2109.166,3.114,10265,0.520
AgentBrain,0.427,2112.906,3.115,10266,0.520
AgentBrain,0.439,2116.740,3.187,10288,0.520
AgentBrain,0.430,2120.373,3.001,10257,0.520
AgentBrain,0.429,2124.192,3.170,10333,0.520
AgentBrain,0.432,2127.935,3.112,10281,0.520
AgentBrain,0.434,2131.623,3.059,10245,0.520
AgentBrain,0.437,2135.409,3.142,10289,0.520
AgentBrain,0.427,2139.207,3.141,10269,0.520
AgentBrain,0.431,2142.929,3.096,10243,0.520
AgentBrain,0.440,2146.695,3.141,10278,0.520
AgentBrain,0.434,2150.413,3.089,10250,0.520
AgentBrain,0.430,2154.233,3.190,10318,0.520
AgentBrain,0.433,2157.930,3.050,10250,0.520
AgentBrain,0.441,2161.681,3.117,10245,0.520
AgentBrain,0.438,2165.528,3.215,10288,0.520
AgentBrain,0.436,2169.269,3.114,10302,0.520
AgentBrain,0.438,2173.110,3.188,10290,0.520
AgentBrain,0.423,2176.798,3.079,10253,0.520
AgentBrain,0.440,2180.532,3.099,10245,0.520
