Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return 
AgentBrain,0.414,-14051.508,2.362,10284,0.251
AgentBrain,0.409,-14048.343,2.658,10273,0.251
AgentBrain,0.411,-14045.364,2.470,10289,0.251
AgentBrain,0.415,-14042.381,2.469,10446,0.251
AgentBrain,0.411,-14039.263,2.602,10279,0.251
AgentBrain,0.410,-14036.231,2.517,10363,0.251
AgentBrain,0.413,-14033.160,2.558,10327,0.250
AgentBrain,0.412,-14030.143,2.503,10319,0.250
AgentBrain,0.413,-14027.077,2.547,10243,0.250
AgentBrain,0.417,-14024.112,2.442,10431,0.250
AgentBrain,0.419,-14020.925,2.656,10356,0.250
AgentBrain,0.411,-14017.822,2.575,10282,0.250
AgentBrain,0.412,-14014.841,2.474,10359,0.250
AgentBrain,0.415,-14011.716,2.611,10254,0.250
AgentBrain,0.410,-14008.778,2.440,10245,0.250
AgentBrain,0.410,-14005.660,2.603,10348,0.250
AgentBrain,0.412,-14002.653,2.499,10325,0.250
AgentBrain,0.409,-13999.557,2.584,10281,0.250
AgentBrain,0.415,-13996.599,2.439,10288,0.250
AgentBrain,0.409,-13993.559,2.529,10265,0.250
AgentBrain,0.408,-13990.422,2.622,10336,0.250
AgentBrain,0.412,-13987.412,2.489,10360,0.250
AgentBrain,0.411,-13984.393,2.485,10272,0.250
AgentBrain,0.414,-13981.307,2.574,10362,0.250
AgentBrain,0.415,-13978.262,2.528,10287,0.249
AgentBrain,0.411,-13975.186,2.560,10262,0.249
AgentBrain,0.413,-13972.185,2.482,10300,0.249
AgentBrain,0.418,-13969.098,2.568,10436,0.249
AgentBrain,0.406,-13966.075,2.517,10250,0.249
AgentBrain,0.411,-13963.072,2.495,10271,0.249
AgentBrain,0.406,-13960.033,2.530,10308,0.249
AgentBrain,0.413,-13957.013,2.506,10286,0.249
AgentBrain,0.410,-13953.892,2.599,10244,0.249
AgentBrain,0.408,-13950.884,2.500,10322,0.249
AgentBrain,0.413,-13947.831,2.515,10313,0.249
AgentBrain,0.413,-13944.731,2.581,10243,0.249
AgentBrain,0.412,-13941.775,2.450,10265,0.249
AgentBrain,0.414,-13938.732,2.523,10269,0.249
AgentBrain,0.411,-13935.729,2.489,10247,0.249
AgentBrain,0.411,-13932.695,2.525,10262,0.249
AgentBrain,0.412,-13929.714,2.464,10312,0.249
AgentBrain,0.415,-13926.671,2.531,10348,0.249
AgentBrain,0.416,-13923.507,2.638,10309,0.248
AgentBrain,0.417,-13920.449,2.533,10434,0.248
AgentBrain,0.411,-13917.459,2.479,10290,0.248
AgentBrain,0.410,-13914.420,2.508,10290,0.248
AgentBrain,0.415,-13911.354,2.555,10406,0.248
AgentBrain,0.412,-13908.282,2.555,10276,0.248
AgentBrain,0.415,-13905.323,2.448,10292,0.248
AgentBrain,0.414,-13902.197,2.610,10381,0.248
AgentBrain,0.411,-13899.193,2.497,10250,0.248
AgentBrain,0.407,-13896.160,2.524,10262,0.248
AgentBrain,0.413,-13893.036,2.606,10272,0.248
AgentBrain,0.415,-13890.036,2.482,10261,0.248
AgentBrain,0.413,-13887.040,2.479,10288,0.248
AgentBrain,0.415,-13883.909,2.604,10312,0.248
AgentBrain,0.414,-13880.931,2.440,10322,0.248
AgentBrain,0.416,-13877.781,2.630,10325,0.248
AgentBrain,0.409,-13874.775,2.500,10252,0.248
AgentBrain,0.413,-13871.800,2.456,10403,0.247
AgentBrain,0.419,-13868.621,2.649,10381,0.247
AgentBrain,0.416,-13865.544,2.553,10248,0.247
AgentBrain,0.418,-13862.602,2.423,10308,0.247
AgentBrain,0.412,-13859.474,2.608,10360,0.247
AgentBrain,0.414,-13856.459,2.492,10364,0.247
AgentBrain,0.422,-13853.373,2.555,10462,0.247
AgentBrain,0.423,-13850.319,2.517,10327,0.247
AgentBrain,0.410,-13847.256,2.545,10246,0.247
AgentBrain,0.409,-13844.191,2.536,10258,0.247
AgentBrain,0.414,-13841.184,2.492,10441,0.247
AgentBrain,0.409,-13838.071,2.598,10289,0.247
AgentBrain,0.415,-13835.120,2.430,10338,0.247
AgentBrain,0.413,-13832.017,2.585,10301,0.247
AgentBrain,0.413,-13828.975,2.527,10325,0.247
AgentBrain,0.413,-13825.937,2.523,10338,0.247
AgentBrain,0.414,-13822.845,2.574,10301,0.247
AgentBrain,0.409,-13819.804,2.531,10278,0.247
AgentBrain,0.415,-13816.790,2.500,10286,0.246
AgentBrain,0.413,-13813.797,2.477,10245,0.246
AgentBrain,0.409,-13810.792,2.476,10274,0.246
AgentBrain,0.411,-13807.756,2.525,10340,0.246
AgentBrain,0.413,-13804.719,2.530,10283,0.246
AgentBrain,0.408,-13801.567,2.637,10291,0.246
AgentBrain,0.416,-13798.517,2.536,10328,0.246
AgentBrain,0.412,-13795.592,2.416,10256,0.246
AgentBrain,0.410,-13792.485,2.594,10268,0.246
AgentBrain,0.414,-13789.408,2.559,10382,0.246
AgentBrain,0.415,-13786.365,2.517,10347,0.246
AgentBrain,0.414,-13783.351,2.499,10249,0.246
AgentBrain,0.414,-13780.302,2.531,10242,0.246
AgentBrain,0.413,-13777.141,2.608,10249,0.246
AgentBrain,0.416,-13774.128,2.510,10432,0.246
AgentBrain,0.415,-13771.124,2.485,10337,0.246
AgentBrain,0.414,-13767.997,2.608,10360,0.246
AgentBrain,0.407,-13764.967,2.517,10289,0.246
AgentBrain,0.410,-13761.875,2.574,10375,0.245
AgentBrain,0.410,-13758.975,2.393,10251,0.245
AgentBrain,0.412,-13755.848,2.604,10285,0.245
AgentBrain,0.407,-13752.879,2.461,10286,0.245
AgentBrain,0.407,-13749.615,2.747,10295,0.245
AgentBrain,0.418,-13746.650,2.443,10276,0.245
AgentBrain,0.416,-13743.602,2.528,10322,0.245
AgentBrain,0.410,-13740.658,2.413,10270,0.245
AgentBrain,0.412,-13737.507,2.635,10252,0.245
AgentBrain,0.415,-13734.494,2.502,10320,0.245
AgentBrain,0.414,-13731.500,2.483,10253,0.245
AgentBrain,0.428,-13728.322,2.640,10320,0.245
AgentBrain,0.413,-13725.344,2.463,10261,0.245
AgentBrain,0.415,-13722.356,2.468,10319,0.245
AgentBrain,0.416,-13719.202,2.635,10409,0.245
AgentBrain,0.416,-13716.245,2.437,10323,0.245
AgentBrain,0.411,-13713.123,2.607,10333,0.245
AgentBrain,0.410,-13710.139,2.469,10264,0.245
AgentBrain,0.415,-13707.040,2.558,10333,0.245
AgentBrain,0.410,-13703.914,2.612,10352,0.244
AgentBrain,0.410,-13700.882,2.527,10256,0.244
AgentBrain,0.413,-13697.797,2.557,10388,0.244
AgentBrain,0.407,-13694.816,2.475,10254,0.244
AgentBrain,0.415,-13691.799,2.503,10432,0.244
AgentBrain,0.414,-13688.728,2.550,10273,0.244
AgentBrain,0.413,-13685.629,2.576,10265,0.244
AgentBrain,0.416,-13682.514,2.591,10488,0.244
AgentBrain,0.416,-13679.569,2.421,10396,0.244
AgentBrain,0.412,-13676.415,2.627,10256,0.244
AgentBrain,0.414,-13673.288,2.597,10348,0.244
AgentBrain,0.426,-13670.332,2.432,10353,0.244
AgentBrain,0.416,-13667.233,2.586,10532,0.244
AgentBrain,0.411,-13664.116,2.602,10372,0.244
AgentBrain,0.419,-13661.149,2.448,10284,0.244
AgentBrain,0.415,-13658.082,2.548,10341,0.244
AgentBrain,0.413,-13655.049,2.515,10316,0.244
AgentBrain,0.413,-13652.119,2.410,10307,0.244
AgentBrain,0.411,-13648.955,2.646,10313,0.244
AgentBrain,0.408,-13645.874,2.568,10355,0.243
AgentBrain,0.413,-13642.912,2.444,10331,0.243
AgentBrain,0.412,-13639.781,2.614,10241,0.243
AgentBrain,0.413,-13636.775,2.485,10282,0.243
AgentBrain,0.414,-13633.766,2.494,10427,0.243
AgentBrain,0.413,-13630.606,2.640,10463,0.243
AgentBrain,0.415,-13627.474,2.605,10245,0.243
AgentBrain,0.413,-13624.508,2.453,10387,0.243
AgentBrain,0.414,-13621.353,2.642,10395,0.243
AgentBrain,0.417,-13618.310,2.529,10361,0.243
AgentBrain,0.422,-13615.174,2.604,10441,0.243
AgentBrain,0.412,-13612.161,2.493,10263,0.243
AgentBrain,0.413,-13609.194,2.452,10319,0.243
AgentBrain,0.415,-13606.210,2.465,10264,0.243
AgentBrain,0.420,-13603.086,2.582,10410,0.243
AgentBrain,0.418,-13599.953,2.623,10369,0.243
AgentBrain,0.415,-13597.002,2.439,10276,0.243
AgentBrain,0.411,-13593.967,2.528,10303,0.243
AgentBrain,0.413,-13590.902,2.553,10317,0.243
AgentBrain,0.413,-13587.704,2.675,10349,0.242
AgentBrain,0.415,-13584.718,2.468,10427,0.242
AgentBrain,0.416,-13581.701,2.495,10430,0.242
AgentBrain,0.410,-13578.566,2.611,10313,0.242
AgentBrain,0.414,-13575.632,2.422,10334,0.242
AgentBrain,0.409,-13572.469,2.645,10315,0.242
AgentBrain,0.412,-13569.467,2.460,10263,0.242
AgentBrain,0.413,-13566.467,2.493,10269,0.242
AgentBrain,0.414,-13563.454,2.489,10398,0.242
AgentBrain,0.410,-13560.351,2.587,10363,0.242
AgentBrain,0.416,-13557.259,2.567,10398,0.242
AgentBrain,0.410,-13554.252,2.500,10262,0.242
AgentBrain,0.414,-13551.206,2.529,10272,0.242
AgentBrain,0.413,-13548.200,2.491,10245,0.242
AgentBrain,0.415,-13545.034,2.639,10300,0.242
AgentBrain,0.409,-13542.190,2.337,10261,0.242
AgentBrain,0.415,-13538.995,2.670,10327,0.242
AgentBrain,0.413,-13535.980,2.498,10302,0.242
AgentBrain,0.417,-13532.895,2.546,10315,0.242
AgentBrain,0.416,-13529.852,2.530,10344,0.241
AgentBrain,0.414,-13526.895,2.447,10286,0.241
AgentBrain,0.418,-13523.764,2.609,10413,0.241
AgentBrain,0.431,-13520.563,2.667,10426,0.241
AgentBrain,0.415,-13517.634,2.411,10250,0.241
AgentBrain,0.416,-13514.506,2.608,10380,0.241
AgentBrain,0.418,-13511.560,2.432,10371,0.241
AgentBrain,0.416,-13508.401,2.630,10358,0.241
AgentBrain,0.412,-13505.383,2.501,10247,0.241
AgentBrain,0.413,-13502.255,2.607,10304,0.241
AgentBrain,0.417,-13499.276,2.444,10417,0.241
AgentBrain,0.422,-13496.134,2.616,10528,0.241
AgentBrain,0.418,-13493.051,2.562,10303,0.241
AgentBrain,0.419,-13490.028,2.501,10506,0.241
AgentBrain,0.414,-13486.946,2.567,10491,0.241
AgentBrain,0.411,-13483.849,2.576,10334,0.241
AgentBrain,0.416,-13480.696,2.626,10424,0.241
AgentBrain,0.410,-13477.769,2.415,10268,0.241
AgentBrain,0.411,-13474.627,2.624,10477,0.241
AgentBrain,0.413,-13471.668,2.445,10327,0.240
AgentBrain,0.414,-13468.453,2.690,10446,0.240
AgentBrain,0.410,-13465.394,2.530,10289,0.240
AgentBrain,0.411,-13462.440,2.444,10289,0.240
AgentBrain,0.411,-13459.399,2.531,10324,0.240
AgentBrain,0.409,-13456.384,2.513,10249,0.240
AgentBrain,0.411,-13453.287,2.588,10254,0.240
AgentBrain,0.410,-13450.215,2.557,10266,0.240
AgentBrain,0.412,-13447.198,2.503,10373,0.240
AgentBrain,0.421,-13444.117,2.551,10433,0.240
AgentBrain,0.414,-13441.096,2.501,10300,0.240
AgentBrain,0.414,-13438.165,2.415,10259,0.240
AgentBrain,0.416,-13435.042,2.596,10298,0.240
AgentBrain,0.416,-13431.927,2.592,10260,0.240
AgentBrain,0.412,-13428.969,2.442,10333,0.240
AgentBrain,0.412,-13425.879,2.576,10242,0.240
AgentBrain,0.414,-13422.820,2.544,10352,0.240
AgentBrain,0.411,-13419.814,2.494,10248,0.240
AgentBrain,0.410,-13416.776,2.517,10266,0.240
AgentBrain,0.410,-13413.791,2.474,10308,0.240
AgentBrain,0.412,-13410.688,2.582,10272,0.240
AgentBrain,0.423,-13407.576,2.576,10360,0.239
AgentBrain,0.409,-13404.511,2.549,10245,0.239
AgentBrain,0.413,-13401.525,2.469,10316,0.239
AgentBrain,0.407,-13398.442,2.568,10250,0.239
AgentBrain,0.415,-13395.443,2.469,10355,0.239
AgentBrain,0.411,-13392.456,2.482,10259,0.239
AgentBrain,0.414,-13389.360,2.581,10244,0.239
AgentBrain,0.415,-13386.319,2.517,10377,0.239
AgentBrain,0.414,-13383.249,2.547,10363,0.239
AgentBrain,0.416,-13380.237,2.498,10342,0.239
AgentBrain,0.415,-13377.139,2.577,10284,0.239
AgentBrain,0.409,-13374.160,2.464,10334,0.239
AgentBrain,0.415,-13371.062,2.578,10429,0.239
AgentBrain,0.410,-13367.980,2.562,10264,0.239
AgentBrain,0.413,-13365.056,2.409,10251,0.239
AgentBrain,0.418,-13361.957,2.556,10424,0.239
AgentBrain,0.415,-13358.865,2.574,10370,0.239
AgentBrain,0.407,-13355.857,2.504,10328,0.239
AgentBrain,0.418,-13352.811,2.520,10291,0.239
AgentBrain,0.415,-13349.689,2.603,10397,0.239
AgentBrain,0.424,-13346.608,2.557,10475,0.239
AgentBrain,0.417,-13343.620,2.463,10300,0.238
AgentBrain,0.424,-13340.510,2.574,10403,0.238
AgentBrain,0.417,-13337.496,2.503,10298,0.238
AgentBrain,0.416,-13334.265,2.701,10376,0.238
AgentBrain,0.414,-13331.411,2.338,10257,0.238
AgentBrain,0.414,-13328.342,2.551,10253,0.238
AgentBrain,0.416,-13325.199,2.608,10438,0.238
AgentBrain,0.412,-13322.196,2.497,10303,0.238
AgentBrain,0.415,-13319.125,2.550,10355,0.238
AgentBrain,0.414,-13316.088,2.523,10277,0.238
AgentBrain,0.414,-13313.073,2.499,10366,0.238
AgentBrain,0.411,-13309.941,2.616,10267,0.238
AgentBrain,0.414,-13306.978,2.450,10347,0.238
AgentBrain,0.408,-13303.962,2.500,10329,0.238
AgentBrain,0.418,-13300.771,2.661,10437,0.238
AgentBrain,0.412,-13297.751,2.499,10316,0.238
AgentBrain,0.414,-13294.627,2.596,10313,0.238
AgentBrain,0.413,-13291.739,2.371,10252,0.238
AgentBrain,0.415,-13288.673,2.546,10271,0.238
AgentBrain,0.415,-13285.472,2.678,10251,0.237
AgentBrain,0.410,-13282.593,2.371,10330,0.237
AgentBrain,0.417,-13279.426,2.647,10492,0.237
AgentBrain,0.421,-13276.431,2.480,10443,0.237
AgentBrain,0.416,-13273.362,2.545,10262,0.237
AgentBrain,0.414,-13270.318,2.520,10380,0.237
AgentBrain,0.418,-13267.274,2.513,10415,0.237
AgentBrain,0.412,-13264.161,2.592,10358,0.237
AgentBrain,0.414,-13261.075,2.571,10328,0.237
AgentBrain,0.414,-13258.061,2.478,10249,0.237
AgentBrain,0.413,-13255.095,2.459,10291,0.237
AgentBrain,0.410,-13251.971,2.610,10302,0.237
AgentBrain,0.414,-13248.925,2.533,10258,0.237
AgentBrain,0.412,-13245.895,2.518,10280,0.237
AgentBrain,0.410,-13242.809,2.569,10280,0.237
AgentBrain,0.412,-13239.787,2.507,10320,0.237
AgentBrain,0.413,-13236.779,2.493,10292,0.237
AgentBrain,0.411,-13233.796,2.462,10275,0.237
AgentBrain,0.416,-13230.634,2.635,10442,0.237
AgentBrain,0.419,-13227.558,2.550,10551,0.236
AgentBrain,0.415,-13224.480,2.553,10315,0.236
AgentBrain,0.415,-13221.475,2.471,10258,0.236
AgentBrain,0.409,-13218.455,2.506,10325,0.236
AgentBrain,0.410,-13215.416,2.520,10350,0.236
AgentBrain,0.412,-13212.399,2.508,10288,0.236
AgentBrain,0.415,-13209.247,2.632,10425,0.236
AgentBrain,0.415,-13206.209,2.525,10406,0.236
AgentBrain,0.411,-13203.106,2.596,10291,0.236
AgentBrain,0.408,-13200.090,2.502,10264,0.236
AgentBrain,0.415,-13197.104,2.468,10258,0.236
AgentBrain,0.412,-13194.038,2.542,10364,0.236
AgentBrain,0.417,-13190.926,2.585,10551,0.236
AgentBrain,0.411,-13187.938,2.460,10276,0.236
AgentBrain,0.413,-13184.811,2.617,10374,0.236
AgentBrain,0.419,-13181.691,2.591,10359,0.236
AgentBrain,0.418,-13178.673,2.490,10292,0.236
AgentBrain,0.419,-13175.538,2.606,10353,0.236
AgentBrain,0.415,-13172.555,2.466,10330,0.235
AgentBrain,0.416,-13169.676,2.361,10316,0.235
AgentBrain,0.416,-13166.485,2.662,10324,0.235
AgentBrain,0.410,-13163.399,2.578,10244,0.235
AgentBrain,0.426,-13160.424,2.447,10326,0.235
AgentBrain,0.414,-13157.377,2.528,10264,0.235
AgentBrain,0.420,-13154.213,2.524,10359,0.235
AgentBrain,0.409,-13151.232,2.479,10254,0.235
AgentBrain,0.411,-13148.104,2.607,10377,0.235
AgentBrain,0.411,-13145.060,2.527,10259,0.235
AgentBrain,0.417,-13142.017,2.525,10419,0.235
AgentBrain,0.416,-13138.939,2.565,10390,0.235
AgentBrain,0.412,-13135.927,2.499,10277,0.235
AgentBrain,0.412,-13132.717,2.690,10336,0.235
AgentBrain,0.416,-13129.919,2.279,10268,0.235
AgentBrain,0.416,-13126.703,2.682,10284,0.235
AgentBrain,0.413,-13123.612,2.570,10366,0.235
AgentBrain,0.419,-13120.586,2.504,10455,0.235
AgentBrain,0.413,-13117.550,2.497,10293,0.235
AgentBrain,0.413,-13114.462,2.571,10312,0.235
AgentBrain,0.412,-13111.372,2.579,10258,0.234
AgentBrain,0.418,-13108.435,2.418,10273,0.234
AgentBrain,0.412,-13105.436,2.487,10343,0.234
AgentBrain,0.420,-13102.213,2.697,10401,0.234
AgentBrain,0.410,-13099.254,2.445,10251,0.234
AgentBrain,0.417,-13096.202,2.531,10314,0.234
AgentBrain,0.410,-13093.271,2.415,10242,0.234
AgentBrain,0.413,-13090.138,2.610,10260,0.234
AgentBrain,0.412,-13087.067,2.551,10242,0.234
AgentBrain,0.410,-13084.036,2.500,10267,0.234
AgentBrain,0.410,-13081.012,2.520,10282,0.234
AgentBrain,0.416,-13078.105,2.396,10270,0.234
AgentBrain,0.417,-13074.897,2.682,10333,0.234
AgentBrain,0.411,-13071.900,2.484,10247,0.234
AgentBrain,0.414,-13068.808,2.579,10261,0.234
AgentBrain,0.414,-13065.814,2.483,10406,0.234
AgentBrain,0.412,-13062.777,2.515,10285,0.234
AgentBrain,0.415,-13059.757,2.499,10279,0.234
AgentBrain,0.414,-13056.738,2.505,10253,0.234
AgentBrain,0.411,-13053.701,2.518,10259,0.234
AgentBrain,0.415,-13050.573,2.585,10315,0.233
AgentBrain,0.422,-13047.521,2.531,10382,0.233
AgentBrain,0.418,-13044.460,2.542,10500,0.233
AgentBrain,0.410,-13041.451,2.490,10243,0.233
AgentBrain,0.413,-13038.314,2.616,10392,0.233
AgentBrain,0.408,-13035.256,2.544,10271,0.233
AgentBrain,0.413,-13032.214,2.517,10310,0.233
AgentBrain,0.412,-13029.120,2.588,10429,0.233
AgentBrain,0.412,-13026.074,2.530,10420,0.233
AgentBrain,0.412,-13023.009,2.541,10299,0.233
AgentBrain,0.410,-13019.938,2.547,10348,0.233
AgentBrain,0.414,-13016.863,2.552,10369,0.233
AgentBrain,0.418,-13013.945,2.385,10299,0.233
AgentBrain,0.418,-13010.903,2.526,10307,0.233
AgentBrain,0.420,-13007.721,2.666,10551,0.233
AgentBrain,0.413,-13004.743,2.471,10276,0.233
AgentBrain,0.412,-13001.657,2.566,10258,0.233
AgentBrain,0.411,-12998.590,2.548,10308,0.233
AgentBrain,0.418,-12995.490,2.576,10316,0.233
AgentBrain,0.415,-12992.525,2.442,10260,0.233
AgentBrain,0.413,-12989.463,2.543,10345,0.233
AgentBrain,0.413,-12986.449,2.500,10335,0.233
AgentBrain,0.412,-12983.286,2.638,10349,0.232
AgentBrain,0.417,-12980.187,2.554,10340,0.232
AgentBrain,0.409,-12977.217,2.463,10311,0.232
AgentBrain,0.410,-12974.284,2.429,10281,0.232
AgentBrain,0.411,-12971.139,2.633,10276,0.232
AgentBrain,0.415,-12968.134,2.484,10461,0.232
AgentBrain,0.414,-12964.984,2.628,10345,0.232
AgentBrain,0.414,-12962.002,2.460,10316,0.232
AgentBrain,0.408,-12958.856,2.628,10345,0.232
AgentBrain,0.420,-12955.831,2.499,10254,0.232
AgentBrain,0.414,-12952.674,2.628,10408,0.232
AgentBrain,0.416,-12949.709,2.440,10304,0.232
AgentBrain,0.443,-12946.534,2.601,10425,0.232
AgentBrain,0.421,-12943.474,2.537,10241,0.232
AgentBrain,0.421,-12940.397,2.555,10289,0.232
AgentBrain,0.413,-12937.408,2.474,10258,0.232
AgentBrain,0.412,-12934.310,2.587,10248,0.232
AgentBrain,0.415,-12931.338,2.455,10349,0.232
AgentBrain,0.409,-12928.310,2.512,10278,0.232
AgentBrain,0.409,-12925.123,2.659,10379,0.232
AgentBrain,0.406,-12922.182,2.431,10277,0.231
AgentBrain,0.412,-12919.120,2.545,10284,0.231
AgentBrain,0.411,-12916.059,2.544,10275,0.231
AgentBrain,0.410,-12913.045,2.495,10255,0.231
AgentBrain,0.411,-12910.012,2.511,10283,0.231
AgentBrain,0.405,-12906.964,2.543,10261,0.231
AgentBrain,0.408,-12903.942,2.507,10247,0.231
AgentBrain,0.413,-12900.885,2.537,10298,0.231
AgentBrain,0.414,-12897.909,2.460,10263,0.231
AgentBrain,0.414,-12894.869,2.524,10449,0.231
AgentBrain,0.413,-12891.806,2.546,10263,0.231
AgentBrain,0.409,-12888.828,2.461,10241,0.231
AgentBrain,0.410,-12885.791,2.519,10312,0.231
AgentBrain,0.413,-12882.743,2.528,10301,0.231
AgentBrain,0.412,-12879.703,2.522,10374,0.231
AgentBrain,0.407,-12876.625,2.544,10337,0.231
AgentBrain,0.408,-12873.483,2.631,10251,0.231
AgentBrain,0.409,-12870.540,2.433,10355,0.231
AgentBrain,0.416,-12867.389,2.627,10306,0.231
AgentBrain,0.415,-12864.464,2.408,10395,0.231
AgentBrain,0.409,-12861.395,2.559,10294,0.231
AgentBrain,0.414,-12858.243,2.629,10476,0.230
AgentBrain,0.415,-12855.259,2.469,10445,0.230
AgentBrain,0.408,-12852.076,2.666,10331,0.230
AgentBrain,0.412,-12849.091,2.460,10319,0.230
AgentBrain,0.411,-12845.999,2.571,10363,0.230
AgentBrain,0.412,-12843.053,2.407,10301,0.230
AgentBrain,0.414,-12839.886,2.641,10242,0.230
AgentBrain,0.413,-12836.881,2.494,10363,0.230
AgentBrain,0.414,-12833.866,2.501,10292,0.230
AgentBrain,0.415,-12830.830,2.516,10321,0.230
AgentBrain,0.416,-12827.763,2.550,10418,0.230
AgentBrain,0.409,-12824.724,2.531,10243,0.230
AgentBrain,0.413,-12821.718,2.492,10290,0.230
AgentBrain,0.415,-12818.797,2.404,10325,0.230
AgentBrain,0.410,-12815.701,2.579,10262,0.230
AgentBrain,0.408,-12812.661,2.518,10263,0.230
AgentBrain,0.417,-12809.558,2.572,10337,0.230
AgentBrain,0.410,-12806.585,2.442,10259,0.230
AgentBrain,0.416,-12803.513,2.557,10258,0.230
AgentBrain,0.413,-12800.440,2.554,10305,0.230
AgentBrain,0.417,-12797.389,2.524,10302,0.230
AgentBrain,0.415,-12794.421,2.454,10394,0.230
AgentBrain,0.411,-12791.303,2.597,10292,0.229
AgentBrain,0.410,-12788.330,2.465,10267,0.229
AgentBrain,0.411,-12785.326,2.493,10337,0.229
AgentBrain,0.411,-12782.254,2.550,10248,0.229
AgentBrain,0.413,-12779.222,2.513,10301,0.229
AgentBrain,0.407,-12776.191,2.517,10252,0.229
AgentBrain,0.410,-12773.109,2.543,10247,0.229
AgentBrain,0.408,-12770.115,2.491,10295,0.229
AgentBrain,0.412,-12767.131,2.475,10249,0.229
AgentBrain,0.411,-12764.041,2.580,10329,0.229
AgentBrain,0.413,-12760.961,2.568,10497,0.229
AgentBrain,0.415,-12758.013,2.429,10269,0.229
AgentBrain,0.415,-12754.935,2.553,10338,0.229
AgentBrain,0.412,-12751.878,2.538,10264,0.229
AgentBrain,0.416,-12748.880,2.470,10454,0.229
AgentBrain,0.410,-12745.872,2.492,10248,0.229
AgentBrain,0.406,-12742.729,2.627,10347,0.229
AgentBrain,0.413,-12739.646,2.542,10374,0.229
AgentBrain,0.408,-12736.619,2.515,10245,0.229
AgentBrain,0.415,-12733.579,2.520,10255,0.229
AgentBrain,0.433,-12730.570,2.481,10244,0.229
AgentBrain,0.415,-12727.381,2.669,10404,0.229
AgentBrain,0.411,-12724.304,2.557,10394,0.229
AgentBrain,0.417,-12721.242,2.537,10258,0.229
AgentBrain,0.415,-12718.085,2.629,10432,0.228
AgentBrain,0.426,-12715.025,2.528,10261,0.228
AgentBrain,0.425,-12711.974,2.515,10389,0.228
AgentBrain,0.411,-12708.747,2.705,10391,0.228
AgentBrain,0.443,-12705.763,2.432,10271,0.228
AgentBrain,0.439,-12702.568,2.631,10264,0.228
AgentBrain,0.417,-12699.443,2.607,10294,0.228
AgentBrain,0.446,-12696.407,2.481,10316,0.228
AgentBrain,0.444,-12693.297,2.560,10265,0.228
AgentBrain,0.424,-12690.149,2.623,10324,0.228
AgentBrain,0.437,-12687.074,2.535,10353,0.228
AgentBrain,0.427,-12683.821,2.720,10419,0.228
AgentBrain,0.421,-12680.821,2.473,10321,0.228
AgentBrain,0.450,-12677.678,2.577,10242,0.228
AgentBrain,0.430,-12674.522,2.608,10294,0.228
AgentBrain,0.437,-12671.515,2.463,10277,0.228
AgentBrain,0.416,-12668.223,2.737,10272,0.228
AgentBrain,0.435,-12665.130,2.547,10244,0.228
AgentBrain,0.415,-12662.096,2.521,10368,0.228
AgentBrain,0.417,-12659.050,2.526,10337,0.228
AgentBrain,0.411,-12656.041,2.498,10271,0.228
AgentBrain,0.418,-12652.968,2.548,10323,0.228
AgentBrain,0.414,-12649.751,2.687,10273,0.227
AgentBrain,0.412,-12646.820,2.414,10266,0.227
AgentBrain,0.410,-12643.914,2.390,10354,0.227
AgentBrain,0.413,-12640.795,2.596,10259,0.227
AgentBrain,0.409,-12637.636,2.638,10327,0.227
AgentBrain,0.414,-12634.689,2.405,10265,0.227
AgentBrain,0.412,-12631.656,2.511,10366,0.227
AgentBrain,0.412,-12628.532,2.608,10352,0.227
AgentBrain,0.415,-12625.552,2.467,10338,0.227
AgentBrain,0.409,-12622.510,2.529,10284,0.227
AgentBrain,0.415,-12619.393,2.601,10368,0.227
AgentBrain,0.414,-12616.434,2.440,10325,0.227
AgentBrain,0.416,-12613.332,2.575,10306,0.227
AgentBrain,0.417,-12610.149,2.651,10388,0.227
AgentBrain,0.412,-12607.195,2.435,10245,0.227
AgentBrain,0.421,-12604.114,2.539,10433,0.227
AgentBrain,0.416,-12601.001,2.580,10503,0.227
AgentBrain,0.411,-12597.824,2.654,10389,0.227
AgentBrain,0.415,-12594.784,2.524,10347,0.227
AgentBrain,0.419,-12591.819,2.447,10394,0.227
AgentBrain,0.413,-12588.780,2.519,10243,0.227
AgentBrain,0.416,-12585.645,2.614,10350,0.227
AgentBrain,0.411,-12582.689,2.443,10282,0.227
AgentBrain,0.419,-12579.528,2.630,10375,0.226
AgentBrain,0.410,-12576.460,2.548,10243,0.226
AgentBrain,0.413,-12573.473,2.472,10290,0.226
AgentBrain,0.415,-12570.448,2.504,10341,0.226
AgentBrain,0.414,-12567.434,2.496,10274,0.226
AgentBrain,0.415,-12564.269,2.620,10280,0.226
AgentBrain,0.412,-12561.309,2.438,10367,0.226
AgentBrain,0.410,-12558.273,2.522,10254,0.226
AgentBrain,0.413,-12555.220,2.537,10419,0.226
AgentBrain,0.409,-12552.154,2.549,10261,0.226
AgentBrain,0.412,-12549.112,2.524,10313,0.226
AgentBrain,0.419,-12546.039,2.538,10321,0.226
AgentBrain,0.415,-12542.963,2.547,10393,0.226
AgentBrain,0.415,-12539.881,2.555,10465,0.226
AgentBrain,0.417,-12536.724,2.628,10380,0.226
AgentBrain,0.416,-12533.787,2.413,10404,0.226
