Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AgentBrain,0.409,210.996,3.884,10243,0.193
AgentBrain,0.407,215.498,3.766,10256,0.204
AgentBrain,0.417,220.089,3.852,10304,0.213
AgentBrain,0.409,224.706,3.842,10275,0.220
AgentBrain,0.413,229.314,3.866,10248,0.229
AgentBrain,0.413,233.878,3.811,10365,0.238
AgentBrain,0.411,238.476,3.855,10259,0.247
AgentBrain,0.412,243.029,3.822,10402,0.254
AgentBrain,0.413,247.623,3.847,10258,0.261
AgentBrain,0.413,252.167,3.796,10293,0.269
AgentBrain,0.422,256.788,3.859,10246,0.278
AgentBrain,0.419,261.399,3.852,10343,0.283
AgentBrain,0.412,266.068,3.914,10349,0.287
AgentBrain,0.414,270.639,3.824,10320,0.294
AgentBrain,0.409,275.140,3.780,10267,0.301
AgentBrain,0.407,279.789,3.890,10295,0.310
AgentBrain,0.413,284.360,3.832,10280,0.318
AgentBrain,0.410,288.963,3.857,10260,0.323
AgentBrain,0.405,293.569,3.866,10249,0.330
AgentBrain,0.405,298.155,3.823,10250,0.337
AgentBrain,0.408,302.681,3.785,10242,0.344
AgentBrain,0.409,307.368,3.912,10279,0.351
AgentBrain,0.417,312.044,3.925,10246,0.357
AgentBrain,0.409,316.644,3.847,10260,0.363
AgentBrain,0.412,321.264,3.843,10277,0.369
AgentBrain,0.407,325.883,3.882,10272,0.375
AgentBrain,0.409,330.453,3.816,10243,0.381
AgentBrain,0.402,335.112,3.919,10266,0.387
AgentBrain,0.413,339.735,3.864,10242,0.392
AgentBrain,0.404,344.264,3.793,10246,0.396
AgentBrain,0.404,348.920,3.892,10243,0.400
AgentBrain,0.406,353.476,3.816,10248,0.404
AgentBrain,0.414,358.151,3.915,10275,0.409
AgentBrain,0.406,362.730,3.852,10243,0.414
AgentBrain,0.409,367.345,3.878,10294,0.419
AgentBrain,0.410,371.942,3.844,10247,0.422
AgentBrain,0.403,376.639,3.954,10271,0.427
AgentBrain,0.410,381.144,3.761,10246,0.430
AgentBrain,0.407,385.818,3.920,10246,0.434
AgentBrain,0.411,390.462,3.873,10260,0.438
AgentBrain,0.412,395.071,3.863,10244,0.441
AgentBrain,0.409,399.639,3.814,10247,0.445
AgentBrain,0.407,404.264,3.877,10249,0.449
AgentBrain,0.408,408.911,3.897,10245,0.453
AgentBrain,0.418,413.493,3.828,10243,0.456
AgentBrain,0.405,418.146,3.918,10268,0.461
AgentBrain,0.405,422.777,3.882,10243,0.464
AgentBrain,0.410,427.485,3.947,10245,0.468
AgentBrain,0.411,432.090,3.847,10262,0.471
AgentBrain,0.414,436.684,3.855,10315,0.474
AgentBrain,0.407,441.250,3.818,10242,0.477
AgentBrain,0.413,445.895,3.868,10242,0.482
AgentBrain,0.412,450.585,3.943,10253,0.486
AgentBrain,0.407,455.208,3.868,10271,0.489
AgentBrain,0.413,459.806,3.845,10257,0.493
AgentBrain,0.413,464.554,3.968,10299,0.496
AgentBrain,0.408,469.117,3.827,10241,0.499
AgentBrain,0.410,473.803,3.899,10247,0.502
AgentBrain,0.413,478.424,3.867,10291,0.504
AgentBrain,0.410,483.082,3.892,10254,0.508
AgentBrain,0.408,487.692,3.874,10257,0.510
AgentBrain,0.406,492.331,3.883,10242,0.513
AgentBrain,0.405,496.945,3.871,10264,0.516
AgentBrain,0.415,501.570,3.858,10254,0.518
AgentBrain,0.409,506.229,3.918,10265,0.521
AgentBrain,0.416,510.893,3.918,10339,0.523
AgentBrain,0.407,515.534,3.890,10249,0.525
AgentBrain,0.404,520.081,3.826,10248,0.526
AgentBrain,0.414,524.813,3.870,10244,0.530
AgentBrain,0.415,529.484,3.925,10304,0.532
AgentBrain,0.409,534.139,3.903,10246,0.534
AgentBrain,0.413,538.809,3.919,10244,0.537
AgentBrain,0.410,543.443,3.886,10244,0.538
AgentBrain,0.413,548.104,3.886,10266,0.541
AgentBrain,0.410,552.691,3.841,10248,0.543
AgentBrain,0.410,557.405,3.931,10246,0.545
AgentBrain,0.410,562.009,3.869,10380,0.547
AgentBrain,0.408,566.684,3.887,10243,0.549
AgentBrain,0.407,571.256,3.828,10244,0.550
AgentBrain,0.408,575.956,3.914,10280,0.553
AgentBrain,0.409,580.561,3.861,10268,0.554
AgentBrain,0.409,585.226,3.907,10246,0.556
AgentBrain,0.407,589.853,3.875,10241,0.558
AgentBrain,0.408,594.476,3.878,10245,0.560
AgentBrain,0.405,599.138,3.911,10273,0.562
AgentBrain,0.412,603.792,3.886,10280,0.563
AgentBrain,0.410,608.472,3.923,10241,0.565
AgentBrain,0.405,613.154,3.938,10243,0.566
AgentBrain,0.408,617.794,3.879,10256,0.568
AgentBrain,0.403,622.437,3.898,10241,0.569
AgentBrain,0.408,627.007,3.824,10282,0.570
AgentBrain,0.410,631.711,3.920,10269,0.572
AgentBrain,0.409,636.364,3.899,10245,0.574
AgentBrain,0.410,641.027,3.888,10282,0.576
AgentBrain,0.409,645.742,3.973,10262,0.578
AgentBrain,0.409,650.347,3.859,10262,0.579
AgentBrain,0.410,654.978,3.892,10259,0.581
AgentBrain,0.414,659.668,3.918,10261,0.582
AgentBrain,0.418,664.355,3.920,10249,0.584
AgentBrain,0.411,669.038,3.899,10241,0.586
AgentBrain,0.404,673.638,3.877,10269,0.587
AgentBrain,0.415,678.268,3.860,10250,0.588
AgentBrain,0.417,682.902,3.870,10296,0.589
AgentBrain,0.417,687.614,3.967,10253,0.590
AgentBrain,0.409,692.240,3.863,10258,0.591
AgentBrain,0.408,696.918,3.921,10250,0.592
AgentBrain,0.416,701.504,3.840,10248,0.593
AgentBrain,0.413,706.182,3.934,10275,0.595
AgentBrain,0.410,710.826,3.869,10262,0.596
AgentBrain,0.412,715.471,3.894,10242,0.597
AgentBrain,0.406,720.151,3.892,10255,0.599
AgentBrain,0.410,724.817,3.918,10249,0.599
AgentBrain,0.422,729.456,3.885,10248,0.601
AgentBrain,0.413,734.079,3.857,10256,0.602
AgentBrain,0.408,738.761,3.915,10247,0.603
AgentBrain,0.410,743.424,3.899,10281,0.605
AgentBrain,0.407,748.111,3.935,10269,0.606
AgentBrain,0.416,752.812,3.925,10250,0.607
AgentBrain,0.415,757.407,3.834,10281,0.608
AgentBrain,0.411,762.080,3.907,10242,0.609
AgentBrain,0.408,766.747,3.903,10287,0.610
AgentBrain,0.416,771.416,3.909,10242,0.611
AgentBrain,0.412,776.126,3.926,10248,0.612
AgentBrain,0.406,780.743,3.865,10244,0.613
AgentBrain,0.410,785.433,3.915,10257,0.614
AgentBrain,0.410,790.081,3.910,10263,0.615
AgentBrain,0.411,794.756,3.881,10261,0.616
AgentBrain,0.411,799.474,3.959,10257,0.617
AgentBrain,0.413,804.106,3.874,10259,0.618
AgentBrain,0.408,808.767,3.906,10252,0.619
AgentBrain,0.420,813.452,3.919,10267,0.620
AgentBrain,0.413,818.089,3.871,10245,0.621
AgentBrain,0.414,822.883,4.011,10322,0.622
AgentBrain,0.405,827.528,3.875,10245,0.623
AgentBrain,0.409,832.163,3.884,10277,0.624
AgentBrain,0.415,836.868,3.931,10241,0.625
AgentBrain,0.418,841.537,3.904,10242,0.626
AgentBrain,0.412,846.288,3.969,10252,0.627
AgentBrain,0.419,850.904,3.844,10255,0.627
AgentBrain,0.413,855.623,3.954,10248,0.628
AgentBrain,0.409,860.269,3.901,10251,0.629
AgentBrain,0.411,864.974,3.918,10247,0.630
AgentBrain,0.407,869.629,3.900,10262,0.631
AgentBrain,0.408,874.298,3.905,10255,0.632
AgentBrain,0.411,878.997,3.938,10260,0.633
AgentBrain,0.409,883.685,3.947,10246,0.634
AgentBrain,0.410,888.366,3.910,10250,0.634
AgentBrain,0.408,893.027,3.922,10254,0.635
AgentBrain,0.408,897.725,3.939,10243,0.636
AgentBrain,0.413,902.360,3.878,10245,0.637
AgentBrain,0.410,907.022,3.888,10244,0.637
AgentBrain,0.407,911.710,3.924,10248,0.638
AgentBrain,0.410,916.398,3.899,10268,0.639
AgentBrain,0.414,921.103,3.948,10333,0.640
AgentBrain,0.407,925.753,3.881,10256,0.641
AgentBrain,0.417,930.506,3.961,10284,0.642
AgentBrain,0.412,935.142,3.873,10253,0.642
AgentBrain,0.414,939.844,3.921,10248,0.643
AgentBrain,0.413,944.474,3.878,10243,0.644
AgentBrain,0.411,949.126,3.890,10273,0.644
AgentBrain,0.409,953.762,3.893,10248,0.645
AgentBrain,0.414,958.450,3.904,10251,0.646
AgentBrain,0.407,963.166,3.958,10242,0.647
AgentBrain,0.412,967.800,3.842,10275,0.647
AgentBrain,0.412,972.481,3.914,10275,0.648
AgentBrain,0.411,977.157,3.900,10250,0.649
AgentBrain,0.407,981.836,3.932,10257,0.650
AgentBrain,0.414,986.478,3.910,10269,0.650
AgentBrain,0.409,991.121,3.894,10241,0.651
AgentBrain,0.418,995.890,3.978,10330,0.652
AgentBrain,0.406,1000.555,3.915,10260,0.652
AgentBrain,0.408,1005.218,3.907,10249,0.653
AgentBrain,0.411,1009.934,3.948,10273,0.654
AgentBrain,0.411,1014.581,3.901,10260,0.655
AgentBrain,0.407,1019.287,3.927,10294,0.655
AgentBrain,0.407,1023.954,3.911,10246,0.656
AgentBrain,0.407,1028.656,3.934,10246,0.656
AgentBrain,0.406,1033.360,3.948,10307,0.657
AgentBrain,0.412,1038.058,3.948,10253,0.658
AgentBrain,0.440,1042.924,3.988,10990,0.658
AgentBrain,0.428,1047.314,3.664,10334,0.658
AgentBrain,0.423,1051.617,3.565,10350,0.657
AgentBrain,0.423,1055.836,3.513,10284,0.657
AgentBrain,0.425,1060.032,3.491,10272,0.657
AgentBrain,0.423,1064.238,3.505,10256,0.656
AgentBrain,0.431,1068.557,3.582,10274,0.656
AgentBrain,0.420,1072.866,3.569,10283,0.656
AgentBrain,0.416,1077.120,3.530,10276,0.655
AgentBrain,0.412,1081.379,3.521,10253,0.655
AgentBrain,0.419,1085.697,3.584,10276,0.655
AgentBrain,0.419,1089.952,3.512,10294,0.655
AgentBrain,0.434,1094.311,3.597,10321,0.654
AgentBrain,0.426,1098.569,3.520,10251,0.654
AgentBrain,0.422,1102.824,3.517,10287,0.654
AgentBrain,0.411,1107.158,3.603,10354,0.653
AgentBrain,0.417,1111.458,3.554,10267,0.653
AgentBrain,0.429,1115.740,3.530,10273,0.653
AgentBrain,0.423,1120.094,3.611,10275,0.653
AgentBrain,0.414,1124.284,3.474,10305,0.652
AgentBrain,0.419,1128.610,3.594,10259,0.652
AgentBrain,0.424,1132.890,3.542,10296,0.652
AgentBrain,0.432,1137.178,3.543,10301,0.652
AgentBrain,0.419,1141.505,3.618,10309,0.651
AgentBrain,0.418,1145.874,3.645,10358,0.651
AgentBrain,0.416,1150.216,3.588,10338,0.651
AgentBrain,0.411,1154.520,3.595,10269,0.650
AgentBrain,0.419,1158.821,3.570,10275,0.650
AgentBrain,0.417,1163.148,3.572,10300,0.650
AgentBrain,0.415,1167.464,3.597,10270,0.650
AgentBrain,0.420,1171.688,3.517,10269,0.649
AgentBrain,0.419,1176.027,3.608,10294,0.649
AgentBrain,0.417,1180.408,3.635,10287,0.649
AgentBrain,0.419,1184.732,3.618,10298,0.649
AgentBrain,0.414,1189.013,3.569,10242,0.648
AgentBrain,0.414,1193.391,3.638,10363,0.648
AgentBrain,0.424,1197.764,3.637,10297,0.648
AgentBrain,0.419,1202.072,3.564,10275,0.648
AgentBrain,0.418,1206.411,3.633,10247,0.647
AgentBrain,0.418,1210.823,3.705,10259,0.647
AgentBrain,0.425,1215.174,3.610,10290,0.647
AgentBrain,0.418,1219.505,3.601,10281,0.647
AgentBrain,0.420,1223.805,3.562,10258,0.647
AgentBrain,0.424,1228.147,3.614,10287,0.646
AgentBrain,0.417,1232.528,3.622,10350,0.646
AgentBrain,0.421,1236.886,3.637,10268,0.646
AgentBrain,0.417,1241.192,3.574,10256,0.646
AgentBrain,0.416,1245.612,3.706,10349,0.645
AgentBrain,0.411,1250.007,3.670,10279,0.645
AgentBrain,0.411,1254.404,3.675,10316,0.645
AgentBrain,0.412,1258.808,3.681,10276,0.645
AgentBrain,0.407,1263.058,3.529,10260,0.644
AgentBrain,0.414,1267.425,3.639,10241,0.644
AgentBrain,0.411,1271.909,3.755,10285,0.644
AgentBrain,0.408,1276.188,3.589,10242,0.644
AgentBrain,0.407,1280.584,3.663,10312,0.644
AgentBrain,0.412,1285.002,3.686,10283,0.643
AgentBrain,0.408,1289.363,3.634,10267,0.643
AgentBrain,0.414,1293.753,3.652,10279,0.643
AgentBrain,0.414,1298.184,3.709,10265,0.643
AgentBrain,0.415,1302.569,3.656,10298,0.643
AgentBrain,0.409,1306.910,3.619,10258,0.643
AgentBrain,0.407,1311.324,3.671,10261,0.642
AgentBrain,0.405,1315.718,3.673,10298,0.642
AgentBrain,0.410,1320.139,3.693,10248,0.642
AgentBrain,0.412,1324.539,3.665,10266,0.642
AgentBrain,0.413,1329.022,3.750,10355,0.642
AgentBrain,0.405,1333.440,3.683,10255,0.642
AgentBrain,0.406,1337.901,3.743,10297,0.642
AgentBrain,0.407,1342.343,3.702,10275,0.642
AgentBrain,0.406,1346.674,3.624,10242,0.642
AgentBrain,0.406,1351.168,3.762,10267,0.642
AgentBrain,0.416,1355.636,3.729,10254,0.641
AgentBrain,0.406,1360.034,3.676,10299,0.641
AgentBrain,0.407,1364.548,3.796,10262,0.641
AgentBrain,0.405,1368.987,3.733,10269,0.641
AgentBrain,0.411,1373.331,3.635,10258,0.641
AgentBrain,0.408,1377.785,3.721,10241,0.641
AgentBrain,0.412,1382.307,3.761,10435,0.641
AgentBrain,0.409,1386.806,3.778,10358,0.641
AgentBrain,0.407,1391.249,3.738,10288,0.641
AgentBrain,0.409,1395.727,3.748,10292,0.641
AgentBrain,0.408,1400.156,3.706,10250,0.641
AgentBrain,0.406,1404.688,3.784,10272,0.641
AgentBrain,0.406,1409.112,3.694,10249,0.642
AgentBrain,0.417,1413.585,3.711,10244,0.642
AgentBrain,0.412,1418.079,3.765,10263,0.642
AgentBrain,0.407,1422.554,3.741,10273,0.642
AgentBrain,0.409,1427.082,3.794,10270,0.642
AgentBrain,0.409,1431.488,3.693,10293,0.642
AgentBrain,0.409,1436.018,3.792,10296,0.642
AgentBrain,0.414,1440.494,3.747,10368,0.642
AgentBrain,0.406,1445.024,3.776,10241,0.642
AgentBrain,0.418,1449.494,3.729,10292,0.642
AgentBrain,0.411,1453.906,3.668,10262,0.643
AgentBrain,0.411,1458.406,3.758,10246,0.643
AgentBrain,0.408,1462.913,3.773,10303,0.643
AgentBrain,0.413,1467.424,3.772,10308,0.643
AgentBrain,0.409,1471.933,3.777,10243,0.643
AgentBrain,0.411,1476.446,3.753,10259,0.643
AgentBrain,0.412,1480.875,3.721,10272,0.643
AgentBrain,0.409,1485.435,3.799,10251,0.643
AgentBrain,0.409,1489.863,3.719,10283,0.643
AgentBrain,0.409,1494.397,3.807,10245,0.643
AgentBrain,0.413,1498.871,3.727,10308,0.644
AgentBrain,0.411,1503.435,3.820,10273,0.644
AgentBrain,0.416,1507.910,3.730,10282,0.644
AgentBrain,0.413,1512.395,3.744,10273,0.644
AgentBrain,0.406,1517.022,3.860,10247,0.644
AgentBrain,0.409,1521.468,3.706,10244,0.644
AgentBrain,0.408,1525.941,3.739,10264,0.645
AgentBrain,0.407,1530.455,3.782,10242,0.645
AgentBrain,0.408,1534.998,3.802,10268,0.645
AgentBrain,0.419,1539.474,3.728,10299,0.645
AgentBrain,0.409,1544.009,3.808,10248,0.645
AgentBrain,0.412,1548.640,3.803,10242,0.645
AgentBrain,0.413,1553.115,3.730,10244,0.646
AgentBrain,0.408,1557.686,3.822,10247,0.646
AgentBrain,0.415,1562.151,3.728,10366,0.646
AgentBrain,0.413,1566.676,3.796,10309,0.646
AgentBrain,0.413,1571.184,3.746,10244,0.647
AgentBrain,0.416,1575.729,3.803,10379,0.647
AgentBrain,0.415,1580.271,3.811,10310,0.647
AgentBrain,0.411,1584.771,3.769,10266,0.647
AgentBrain,0.408,1589.367,3.828,10255,0.647
AgentBrain,0.404,1593.840,3.741,10259,0.648
AgentBrain,0.414,1598.317,3.736,10250,0.648
AgentBrain,0.407,1602.855,3.785,10251,0.648
AgentBrain,0.415,1607.278,3.682,10304,0.648
AgentBrain,0.412,1611.859,3.830,10241,0.648
AgentBrain,0.413,1616.401,3.807,10359,0.648
AgentBrain,0.412,1620.957,3.795,10280,0.649
AgentBrain,0.410,1625.509,3.815,10247,0.649
AgentBrain,0.409,1629.986,3.734,10245,0.649
AgentBrain,0.414,1634.486,3.765,10257,0.649
AgentBrain,0.408,1638.962,3.715,10248,0.649
AgentBrain,0.411,1643.593,3.863,10300,0.650
AgentBrain,0.409,1647.983,3.652,10264,0.650
AgentBrain,0.410,1652.636,3.879,10291,0.650
AgentBrain,0.408,1657.066,3.700,10241,0.650
AgentBrain,0.415,1661.613,3.782,10255,0.650
AgentBrain,0.413,1666.092,3.737,10251,0.650
AgentBrain,0.408,1670.620,3.773,10264,0.651
AgentBrain,0.410,1675.074,3.746,10249,0.651
AgentBrain,0.410,1679.576,3.763,10297,0.651
AgentBrain,0.410,1684.159,3.815,10261,0.651
AgentBrain,0.412,1688.707,3.830,10263,0.652
AgentBrain,0.411,1693.165,3.706,10263,0.652
AgentBrain,0.412,1697.644,3.730,10280,0.652
AgentBrain,0.409,1702.167,3.783,10249,0.652
AgentBrain,0.407,1706.654,3.762,10253,0.652
AgentBrain,0.408,1711.162,3.771,10268,0.652
AgentBrain,0.409,1715.767,3.845,10282,0.652
AgentBrain,0.409,1720.280,3.771,10256,0.653
AgentBrain,0.412,1724.778,3.725,10307,0.653
AgentBrain,0.409,1729.301,3.783,10243,0.653
AgentBrain,0.407,1733.820,3.759,10245,0.653
AgentBrain,0.411,1738.329,3.762,10295,0.653
AgentBrain,0.412,1742.825,3.723,10242,0.654
AgentBrain,0.414,1747.359,3.795,10344,0.654
AgentBrain,0.413,1751.908,3.812,10259,0.654
AgentBrain,0.412,1756.418,3.742,10275,0.654
AgentBrain,0.410,1760.992,3.819,10295,0.654
AgentBrain,0.410,1765.491,3.758,10253,0.655
AgentBrain,0.408,1769.966,3.744,10245,0.655
AgentBrain,0.411,1774.556,3.832,10248,0.655
AgentBrain,0.411,1779.012,3.729,10247,0.655
AgentBrain,0.413,1783.621,3.843,10359,0.655
AgentBrain,0.409,1788.096,3.740,10258,0.655
AgentBrain,0.410,1792.612,3.778,10258,0.656
AgentBrain,0.407,1797.220,3.859,10259,0.656
AgentBrain,0.414,1801.663,3.696,10246,0.656
AgentBrain,0.412,1806.174,3.735,10253,0.656
AgentBrain,0.409,1810.760,3.836,10254,0.656
AgentBrain,0.411,1815.249,3.736,10252,0.656
AgentBrain,0.413,1819.783,3.805,10283,0.656
AgentBrain,0.410,1824.308,3.761,10242,0.657
AgentBrain,0.413,1828.798,3.749,10266,0.657
AgentBrain,0.409,1833.350,3.817,10245,0.657
AgentBrain,0.419,1837.914,3.833,10272,0.657
AgentBrain,0.412,1842.381,3.715,10263,0.657
AgentBrain,0.408,1847.030,3.899,10252,0.657
AgentBrain,0.416,1851.490,3.731,10260,0.658
AgentBrain,0.417,1856.041,3.779,10299,0.658
AgentBrain,0.412,1860.532,3.747,10293,0.658
AgentBrain,0.410,1865.093,3.805,10324,0.658
AgentBrain,0.426,1869.643,3.779,10285,0.658
AgentBrain,0.412,1874.225,3.803,10288,0.659
AgentBrain,0.409,1878.708,3.719,10266,0.659
AgentBrain,0.415,1883.249,3.791,10299,0.659
AgentBrain,0.406,1887.789,3.794,10271,0.659
AgentBrain,0.411,1892.308,3.777,10241,0.659
AgentBrain,0.409,1896.862,3.812,10246,0.660
AgentBrain,0.408,1901.366,3.774,10252,0.660
AgentBrain,0.408,1905.869,3.759,10266,0.660
AgentBrain,0.408,1910.432,3.804,10280,0.660
AgentBrain,0.419,1914.919,3.750,10281,0.660
AgentBrain,0.409,1919.510,3.808,10290,0.661
AgentBrain,0.412,1924.046,3.783,10298,0.661
AgentBrain,0.408,1928.504,3.708,10246,0.661
AgentBrain,0.410,1933.059,3.812,10258,0.661
AgentBrain,0.411,1937.624,3.808,10253,0.662
AgentBrain,0.413,1942.127,3.780,10258,0.662
AgentBrain,0.411,1946.695,3.807,10338,0.662
AgentBrain,0.408,1951.215,3.784,10249,0.662
AgentBrain,0.409,1955.745,3.791,10275,0.662
AgentBrain,0.411,1960.284,3.817,10248,0.662
AgentBrain,0.405,1964.808,3.796,10244,0.663
AgentBrain,0.410,1969.315,3.746,10274,0.663
AgentBrain,0.416,1973.883,3.813,10243,0.663
AgentBrain,0.407,1978.394,3.746,10248,0.663
AgentBrain,0.409,1982.908,3.761,10263,0.663
AgentBrain,0.408,1987.471,3.841,10273,0.664
AgentBrain,0.409,1992.014,3.783,10242,0.664
AgentBrain,0.414,1996.532,3.790,10246,0.664
AgentBrain,0.416,2001.019,3.743,10263,0.664
AgentBrain,0.428,2005.587,3.802,10276,0.665
AgentBrain,0.413,2010.154,3.821,10260,0.665
AgentBrain,0.410,2014.691,3.787,10253,0.665
AgentBrain,0.409,2019.164,3.711,10281,0.665
AgentBrain,0.414,2023.692,3.795,10259,0.665
AgentBrain,0.408,2028.270,3.837,10282,0.665
AgentBrain,0.412,2032.778,3.779,10308,0.666
AgentBrain,0.411,2037.358,3.835,10294,0.666
AgentBrain,0.414,2041.784,3.652,10253,0.666
AgentBrain,0.411,2046.382,3.834,10262,0.666
AgentBrain,0.416,2050.936,3.796,10276,0.666
AgentBrain,0.413,2055.489,3.802,10253,0.667
AgentBrain,0.421,2060.089,3.781,10257,0.667
AgentBrain,0.412,2064.574,3.757,10241,0.667
AgentBrain,0.427,2069.175,3.827,10346,0.667
AgentBrain,0.415,2073.714,3.786,10287,0.668
AgentBrain,0.412,2078.274,3.823,10247,0.668
AgentBrain,0.414,2082.809,3.780,10258,0.668
AgentBrain,0.416,2087.318,3.752,10271,0.668
AgentBrain,0.412,2091.913,3.827,10256,0.669
AgentBrain,0.410,2096.431,3.759,10254,0.669
AgentBrain,0.410,2101.005,3.830,10332,0.669
AgentBrain,0.417,2105.524,3.776,10247,0.670
AgentBrain,0.413,2110.091,3.838,10247,0.670
AgentBrain,0.408,2114.616,3.771,10248,0.670
AgentBrain,0.410,2119.206,3.862,10257,0.670
AgentBrain,0.411,2123.735,3.779,10258,0.671
AgentBrain,0.411,2128.358,3.862,10279,0.671
AgentBrain,0.413,2132.867,3.746,10289,0.671
AgentBrain,0.417,2137.420,3.829,10269,0.671
AgentBrain,0.411,2141.859,3.729,10286,0.671
AgentBrain,0.408,2146.383,3.764,10270,0.672
AgentBrain,0.413,2151.020,3.900,10298,0.672
AgentBrain,0.412,2155.548,3.788,10313,0.672
AgentBrain,0.415,2160.149,3.848,10287,0.672
AgentBrain,0.417,2164.674,3.755,10257,0.673
AgentBrain,0.413,2169.137,3.720,10242,0.673
AgentBrain,0.412,2173.756,3.876,10345,0.673
AgentBrain,0.411,2178.259,3.765,10264,0.673
AgentBrain,0.412,2182.839,3.845,10244,0.674
AgentBrain,0.418,2187.297,3.676,10258,0.674
AgentBrain,0.414,2191.948,3.876,10372,0.674
AgentBrain,0.411,2196.465,3.752,10254,0.674
AgentBrain,0.409,2201.012,3.813,10249,0.675
AgentBrain,0.415,2205.596,3.815,10280,0.675
AgentBrain,0.415,2210.040,3.716,10247,0.675
AgentBrain,0.420,2214.699,3.898,10265,0.675
AgentBrain,0.416,2219.171,3.736,10272,0.675
AgentBrain,0.417,2223.724,3.803,10288,0.675
AgentBrain,0.417,2228.306,3.806,10266,0.676
AgentBrain,0.411,2232.793,3.743,10270,0.676
AgentBrain,0.411,2237.346,3.788,10270,0.676
AgentBrain,0.409,2241.900,3.815,10248,0.676
AgentBrain,0.412,2246.474,3.803,10261,0.677
AgentBrain,0.411,2250.973,3.744,10265,0.677
AgentBrain,0.408,2255.508,3.770,10269,0.677
AgentBrain,0.416,2260.093,3.827,10242,0.677
AgentBrain,0.412,2264.586,3.749,10242,0.677
AgentBrain,0.417,2269.123,3.788,10271,0.677
AgentBrain,0.410,2273.685,3.839,10248,0.678
AgentBrain,0.409,2278.231,3.780,10246,0.678
AgentBrain,0.413,2282.799,3.819,10311,0.678
AgentBrain,0.413,2287.368,3.820,10315,0.678
AgentBrain,0.412,2291.900,3.811,10292,0.679
AgentBrain,0.415,2296.405,3.763,10274,0.679
AgentBrain,0.411,2301.061,3.890,10255,0.679
AgentBrain,0.413,2305.566,3.774,10286,0.679
AgentBrain,0.413,2310.103,3.782,10282,0.679
AgentBrain,0.410,2314.708,3.856,10251,0.680
AgentBrain,0.411,2319.187,3.747,10246,0.680
AgentBrain,0.411,2323.778,3.848,10278,0.680
AgentBrain,0.410,2328.306,3.771,10337,0.680
AgentBrain,0.406,2332.835,3.786,10291,0.681
AgentBrain,0.414,2337.411,3.836,10301,0.681
AgentBrain,0.414,2342.029,3.848,10309,0.681
AgentBrain,0.411,2346.454,3.700,10280,0.681
AgentBrain,0.410,2351.102,3.923,10293,0.681
AgentBrain,0.412,2355.622,3.788,10280,0.682
AgentBrain,0.409,2360.173,3.773,10283,0.682
AgentBrain,0.413,2364.719,3.808,10279,0.682
AgentBrain,0.407,2369.273,3.784,10252,0.682
AgentBrain,0.410,2373.793,3.773,10290,0.683
AgentBrain,0.410,2378.362,3.839,10252,0.683
