Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AgentBrain,0.640,453.232,6.250,10250,0.556
AgentBrain,0.682,460.165,5.956,10290,0.557
AgentBrain,0.627,467.151,6.051,10385,0.558
AgentBrain,0.622,473.997,5.916,10319,0.557
AgentBrain,0.646,480.664,5.727,10273,0.557
AgentBrain,0.876,488.569,6.700,10293,0.558
AgentBrain,0.594,495.573,6.108,10270,0.558
AgentBrain,0.643,502.485,5.955,10320,0.558
AgentBrain,0.651,510.141,6.621,10258,0.560
AgentBrain,0.682,517.236,6.123,10714,0.559
AgentBrain,0.715,523.516,5.320,10283,0.559
AgentBrain,0.672,530.149,5.688,10290,0.557
AgentBrain,0.653,536.147,5.105,10258,0.556
AgentBrain,0.669,542.866,5.787,10272,0.555
AgentBrain,0.659,549.140,5.357,10335,0.554
AgentBrain,0.660,555.083,5.049,10369,0.554
AgentBrain,0.721,561.452,5.396,10266,0.553
AgentBrain,0.674,567.893,5.510,10329,0.552
AgentBrain,0.660,574.492,5.678,10311,0.551
AgentBrain,0.849,581.520,5.905,10249,0.550
AgentBrain,0.629,587.861,5.454,10299,0.549
AgentBrain,0.633,593.786,5.046,10253,0.548
AgentBrain,0.952,601.049,6.010,10266,0.547
AgentBrain,0.687,607.762,5.763,10316,0.547
AgentBrain,0.685,614.093,5.395,10440,0.546
AgentBrain,0.669,620.931,5.903,10291,0.545
AgentBrain,0.673,627.504,5.629,10304,0.545
AgentBrain,0.656,633.697,5.288,10365,0.544
AgentBrain,0.675,639.983,5.354,10263,0.543
AgentBrain,0.669,646.202,5.300,10284,0.542
AgentBrain,0.687,652.347,5.211,10340,0.542
AgentBrain,0.687,658.908,5.609,10305,0.541
AgentBrain,0.662,665.262,5.439,10300,0.540
AgentBrain,0.657,671.433,5.264,10300,0.540
AgentBrain,0.705,677.717,5.321,10302,0.540
AgentBrain,0.923,684.613,5.696,10322,0.539
AgentBrain,0.756,690.839,5.220,10260,0.538
AgentBrain,0.679,697.153,5.378,10245,0.538
AgentBrain,0.676,703.596,5.504,10486,0.538
AgentBrain,0.880,710.663,5.890,10334,0.537
AgentBrain,0.650,717.208,5.634,10242,0.537
AgentBrain,0.661,723.629,5.501,10305,0.537
AgentBrain,0.656,729.755,5.216,10294,0.536
AgentBrain,0.762,736.167,5.389,10269,0.536
AgentBrain,0.698,742.707,5.575,10274,0.536
AgentBrain,0.753,749.281,5.553,10363,0.535
AgentBrain,0.667,755.693,5.484,10289,0.535
AgentBrain,0.637,761.950,5.359,10247,0.535
AgentBrain,0.693,768.311,5.411,10248,0.535
AgentBrain,0.651,774.905,5.668,10286,0.536
AgentBrain,0.715,781.301,5.423,10256,0.536
AgentBrain,0.661,787.711,5.486,10256,0.536
AgentBrain,0.690,794.353,5.663,10314,0.535
AgentBrain,0.666,800.887,5.600,10303,0.536
AgentBrain,0.684,807.358,5.520,10254,0.536
AgentBrain,0.630,814.114,5.842,10362,0.536
AgentBrain,0.658,820.418,5.385,10297,0.536
AgentBrain,0.636,827.098,5.771,10289,0.536
AgentBrain,0.696,833.618,5.560,10270,0.536
AgentBrain,0.786,840.356,5.685,10244,0.536
AgentBrain,0.615,846.720,5.488,10294,0.537
AgentBrain,0.667,852.943,5.298,10258,0.537
AgentBrain,0.637,859.174,5.327,10251,0.537
AgentBrain,0.661,865.215,5.125,10249,0.537
AgentBrain,0.633,872.015,5.894,10270,0.537
AgentBrain,0.614,878.038,5.153,10334,0.537
AgentBrain,0.663,884.447,5.478,10349,0.537
AgentBrain,0.641,890.690,5.342,10271,0.537
AgentBrain,0.669,897.181,5.557,10291,0.537
AgentBrain,0.618,903.473,5.414,10282,0.537
AgentBrain,0.762,909.808,5.317,10300,0.537
AgentBrain,0.902,916.754,5.759,10516,0.537
AgentBrain,0.821,924.508,6.623,10314,0.537
AgentBrain,0.617,932.474,7.023,10324,0.538
AgentBrain,0.597,938.324,5.002,10315,0.538
AgentBrain,0.583,944.271,5.101,10244,0.538
AgentBrain,0.630,950.335,5.165,10289,0.539
AgentBrain,0.604,956.381,5.186,10272,0.539
AgentBrain,0.623,962.896,5.621,10255,0.539
AgentBrain,0.601,969.290,5.510,10242,0.540
