Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
AgentBrain,0.761,462.714,6.034,10269,0.611
AgentBrain,0.763,469.590,5.811,10334,0.611
AgentBrain,0.802,476.597,5.883,10256,0.612
AgentBrain,0.770,485.339,7.605,10283,0.613
AgentBrain,0.796,493.039,6.583,10250,0.613
AgentBrain,1.544,502.505,7.560,10259,0.614
AgentBrain,0.754,511.291,7.619,10248,0.615
AgentBrain,1.040,519.668,6.967,10336,0.615
AgentBrain,0.914,526.697,5.842,10281,0.614
AgentBrain,0.856,533.802,5.980,10294,0.613
AgentBrain,0.816,540.361,5.490,10316,0.611
AgentBrain,0.816,546.943,5.499,10266,0.610
AgentBrain,1.003,554.497,6.241,10291,0.609
AgentBrain,0.794,560.814,5.270,10285,0.609
AgentBrain,0.963,568.032,5.972,10269,0.608
AgentBrain,0.918,575.045,5.809,10246,0.608
AgentBrain,0.905,581.716,5.501,10259,0.607
AgentBrain,0.845,588.420,5.592,10252,0.607
AgentBrain,0.766,595.073,5.620,10254,0.606
AgentBrain,0.777,602.649,6.494,10330,0.606
AgentBrain,0.766,609.426,5.728,10294,0.605
AgentBrain,0.760,615.798,5.354,10251,0.605
AgentBrain,0.918,622.366,5.389,10273,0.605
AgentBrain,0.884,629.001,5.474,10250,0.604
AgentBrain,0.792,635.958,5.878,10268,0.604
AgentBrain,0.813,643.429,6.341,10288,0.603
AgentBrain,0.758,649.894,5.448,10261,0.602
AgentBrain,0.776,656.648,5.701,10317,0.602
AgentBrain,0.763,663.130,5.444,10255,0.601
AgentBrain,0.755,669.751,5.575,10274,0.601
AgentBrain,0.749,676.210,5.448,10282,0.601
AgentBrain,0.779,683.019,5.743,10263,0.600
AgentBrain,0.863,689.727,5.564,10332,0.599
AgentBrain,0.778,696.245,5.462,10306,0.598
AgentBrain,0.781,702.722,5.421,10290,0.598
AgentBrain,0.762,709.284,5.531,10278,0.597
AgentBrain,0.965,716.013,5.491,10278,0.597
AgentBrain,0.769,722.843,5.775,10245,0.596
AgentBrain,0.764,729.420,5.534,10263,0.596
AgentBrain,0.772,736.068,5.603,10290,0.595
AgentBrain,0.883,742.926,5.697,10314,0.595
AgentBrain,0.757,749.570,5.609,10256,0.594
AgentBrain,0.751,756.160,5.561,10274,0.594
AgentBrain,0.775,762.758,5.550,10289,0.593
AgentBrain,0.764,769.446,5.657,10280,0.593
AgentBrain,0.760,776.146,5.661,10257,0.593
AgentBrain,0.775,782.854,5.651,10290,0.592
AgentBrain,0.765,789.473,5.581,10253,0.592
AgentBrain,0.758,796.251,5.752,10247,0.591
AgentBrain,0.763,803.205,5.920,10242,0.591
AgentBrain,0.796,810.253,5.972,10304,0.590
AgentBrain,0.812,817.335,5.982,10300,0.589
